id,question_id
36594,181
85246,566
85247,566
85253,895
85258,566
85259,566
46139,379
85297,566
46141,103
85251,401
100944,420
46124,579
46132,565
46134,532
46121,568
85337,729
46127,568
100949,382
122532,684
81616,835
85327,220
85291,144
85310,144
46169,103
85283,128
126259,1219
122536,1048
52094,754
36612,146
36613,146
36615,146
36617,146
36623,46
36627,680
36609,45
36636,511
36624,175
36616,47
36618,177
36620,48
36625,649
36635,659
36632,410
36607,29
36611,146
36655,360
36606,461
52097,754
122537,1048
85248,566
36619,44
36638,369
36605,180
36658,644
36659,568
36608,43
39304,646
36649,465
35002,47
36630,372
36643,231
36648,326
36641,419
36640,154
100945,454
100948,1039
36667,629
36650,403
36713,666
36729,709
36732,159
36734,312
36773,21
85249,309
36790,556
36757,659
36709,129
36702,418
36674,426
36639,384
36669,451
36691,466
36652,467
36694,76
36684,102
36708,179
36700,190
36651,192
36677,428
36711,459
36705,359
124053,1067
36764,607
36704,203
36707,197
36690,638
36697,675
85250,566
36672,232
36738,25
36745,320
36760,549
36761,709
36775,442
39308,646
36716,357
36689,229
36722,345
36721,224
36698,468
36647,191
36710,416
36666,128
36693,376
36717,352
36768,607
36645,447
122538,209
36646,375
36656,404
36675,333
36676,622
36730,709
36742,709
36763,547
36819,452
36769,133
36770,653
36772,439
36777,440
36779,683
36782,377
36785,556
36794,443
36802,212
36795,127
36822,650
36823,652
36670,196
36692,445
36685,358
36759,607
122543,895
85256,338
36661,633
36664,29
36718,452
36686,639
36793,403
36727,127
36733,709
36735,336
36739,709
52111,754
36741,317
36747,680
100951,382
36752,65
85257,806
36754,64
83687,737
36755,63
36797,443
51908,705
36688,425
36703,103
36696,417
36687,355
122540,776
36807,588
36751,607
117830,1061
52112,754
36671,343
122542,620
36701,637
36724,322
36728,709
36731,25
100953,30
36737,541
36743,608
36746,134
36749,441
36758,548
122544,566
85260,566
36765,712
36766,182
36695,469
36792,443
36681,145
36679,172
36714,193
36720,204
36683,205
36680,199
36756,607
36776,228
46063,747
36870,127
36787,556
36788,377
36789,556
36791,556
36796,443
36801,377
36824,651
36828,441
36830,712
52113,754
122545,209
122548,399
83688,737
36873,712
36842,54
36831,700
36837,73
36809,129
100955,125
36872,194
36846,15
36838,53
36778,722
36926,515
36781,533
36923,524
36929,504
36907,528
36893,521
46071,747
36854,404
51914,149
85261,566
36856,196
122546,209
36951,29
36882,423
52152,754
51063,772
51909,696
36881,507
100960,620
81620,835
37117,425
36853,128
36861,199
36858,12
36848,14
36850,41
36798,443
36899,481
36903,492
36888,472
36896,116
85262,566
36894,320
36892,458
36877,361
36902,120
36816,74
46073,747
53913,647
122547,857
52155,754
36817,672
52593,754
36885,506
53923,469
36820,76
36804,422
36799,355
36868,365
36897,121
119053,1061
36810,714
36938,501
122549,399
36909,476
36836,712
36841,712
36884,331
36855,703
85263,566
36867,333
36935,113
36880,441
100959,620
57972,487
36840,361
36851,361
81621,835
36864,160
46083,747
46087,747
85279,901
36862,185
39480,127
36812,127
52594,754
52595,754
36814,229
36948,491
36976,509
94709,926
46084,747
36863,373
94706,899
81622,835
36866,704
36869,710
36965,359
36913,118
36968,658
83683,737
83684,737
36878,537
81666,835
36958,489
81667,835
37005,369
36916,516
37025,646
37053,532
51786,545
46088,747
36949,460
52596,754
52597,754
52598,754
37034,674
37038,389
37046,93
37058,6
37016,37
37055,96
36879,408
83689,737
63884,107
36919,474
36939,488
122550,727
36952,486
37033,579
37043,637
46089,747
36974,545
36961,127
37010,713
36962,109
37020,112
36986,674
36995,325
37027,687
36991,398
37028,716
36975,232
36996,428
36956,365
36983,509
36970,542
122552,553
36943,500
36987,399
81668,835
36971,539
46090,747
122554,307
122555,553
37039,377
37050,620
46098,638
46092,747
37021,348
37026,110
52599,754
37042,98
37051,94
37048,95
37024,173
37007,160
37029,720
46099,638
122553,553
36957,505
46100,638
46093,747
37037,566
46104,747
37061,369
37069,532
37072,377
122214,1061
37112,59
36954,462
36997,211
37115,127
37035,669
37054,99
37044,97
81719,835
37097,365
82778,835
37067,347
37036,693
36969,459
36999,226
36998,314
37031,620
46107,747
36982,127
37082,683
37086,228
122561,209
37095,421
37100,548
37011,713
36990,385
122556,727
46109,436
85658,737
37110,3
37041,91
37159,659
122563,837
37062,531
37063,634
37071,531
37076,636
37078,706
37079,636
37080,70
37083,399
37093,632
37092,167
37111,2
37074,530
37114,4
37106,643
83585,835
37057,568
37161,511
37166,419
37113,224
37084,220
37049,720
122374,1061
37096,588
91315,1034
37068,565
37085,399
37103,641
37131,75
52601,754
37066,370
46128,743
37059,101
37128,85
37141,5
37104,716
37134,164
37119,38
37145,46
83606,835
37154,649
37157,374
37070,384
37126,417
99220,1036
37065,530
100954,1036
101132,1036
103900,1036
37060,565
37088,727
37089,399
52602,754
37109,562
37221,352
37120,162
37184,534
51093,105
52604,754
83995,401
37168,159
37211,343
83996,401
37210,534
37136,180
37142,180
37107,41
8144,563
37135,5
83607,835
35686,47
37181,193
37212,428
37170,459
37180,355
37167,359
103901,1036
104630,1036
37124,162
116284,949
37133,620
37239,203
37183,420
37250,399
37125,74
37118,37
37213,56
8149,563
8482,563
9624,563
37188,220
37237,451
37205,425
37185,191
37189,195
37228,204
37208,422
37227,376
37226,199
37177,452
37186,403
37172,360
37151,44
37140,164
37148,43
37165,674
83608,835
83609,835
83624,835
83625,835
37149,48
37129,649
37123,704
37199,229
37190,418
37174,345
37163,384
37164,154
37171,172
37173,417
104664,1036
37127,724
37162,369
37175,697
37187,447
37214,353
51910,696
37233,714
37197,404
37260,620
37266,329
37274,558
37296,406
37310,60
37311,149
83626,835
9829,563
37179,326
37204,347
37238,468
37259,469
37243,145
37219,179
37209,194
37235,188
104943,1036
104945,1036
122571,727
37232,620
37262,620
37269,453
37284,456
37286,135
37289,657
37298,315
37303,146
37317,553
37330,484
37234,127
37347,24
37320,127
37353,29
53208,754
83627,835
35843,47
37182,76
9838,563
37218,426
37244,84
37202,192
37224,416
37247,197
37223,333
37270,436
37281,137
37282,313
37285,29
37301,105
37309,132
37338,703
53209,754
37345,681
53210,754
37248,180
37220,465
37241,361
37261,672
9863,563
10284,563
83647,835
84246,835
48032,183
37246,224
37207,102
104948,1036
10615,563
37272,651
37273,535
37297,149
37278,652
37279,650
37280,556
37291,714
37292,634
37299,508
53915,792
37314,50
37304,149
37313,127
37324,127
53211,754
37257,407
37236,232
85827,835
37300,437
37283,160
37253,432
37255,357
37256,193
37245,445
37267,330
37276,721
37277,641
37287,28
37288,8
37293,424
37294,141
122562,253
37305,531
37252,127
37315,646
37319,672
37383,672
37264,700
10643,563
53214,754
53215,754
12660,563
85828,835
37268,416
122565,909
122567,727
37395,508
37396,105
37401,620
37409,714
37312,59
85266,566
53217,754
53218,754
53219,754
53221,754
53571,754
53610,754
53611,754
53612,754
53613,754
37418,99
87854,835
104950,1036
37442,620
10790,563
53614,754
53615,754
105668,1036
53616,754
53617,754
53631,754
54069,754
54070,754
54071,754
54072,754
54073,754
54074,754
12663,563
54075,754
54076,754
37516,103
85267,566
37455,508
37494,714
37499,149
37502,149
37374,69
37457,127
54077,754
54078,754
54087,754
55090,754
37398,682
55163,754
85273,338
55164,754
55165,754
55166,754
63886,107
106338,1036
37505,714
85268,566
37511,508
37450,149
37500,149
37532,188
37454,127
37474,127
37458,553
55167,754
55168,754
55169,754
37539,714
37545,620
37475,321
106479,1036
11471,563
12582,563
107111,1036
37449,149
37503,149
37413,127
51912,696
55170,754
55171,754
55172,754
55173,754
37504,714
37558,674
37518,141
37522,424
37541,29
37510,103
37445,672
13605,563
37480,29
37472,149
37498,149
37501,508
37537,127
37509,714
38420,377
37521,141
37536,68
57176,754
57369,754
37560,159
37563,414
37567,654
107122,1036
37520,507
37497,321
37514,358
37476,551
37515,424
37587,127
37652,127
122564,909
37569,534
57529,754
57531,754
37585,64
37613,714
57532,754
57533,754
37604,508
37606,709
57534,754
37621,620
122588,900
53932,705
53931,710
53922,624
122589,900
53916,559
122606,837
37633,149
37653,149
37640,127
37559,182
37562,49
37669,127
57535,754
57536,754
34142,690
57828,754
57829,754
57882,754
122566,727
37598,551
37706,700
37564,714
37575,29
37675,127
55408,333
57884,754
57886,754
57887,754
57889,754
58737,754
58764,754
58879,754
37679,588
87855,835
37709,193
37565,358
122568,727
37708,382
37722,620
37732,620
57986,485
37629,149
37643,127
107390,1036
37610,609
37647,127
37671,127
37672,127
37622,8
59683,754
59688,754
37694,714
87856,835
48173,107
15039,563
37714,185
37736,127
108405,1036
37614,508
59689,754
59690,754
59691,754
59703,754
37718,553
37723,714
59704,754
37742,714
37713,43
37749,620
37751,45
33955,690
37660,69
37663,29
37685,127
116285,949
37692,127
37678,620
37693,609
59705,754
59706,754
59741,754
37711,58
59742,754
37743,197
37719,362
37666,188
116739,1036
37759,620
37813,526
37799,149
37720,330
59743,754
37753,150
59744,754
59745,754
59746,754
59747,754
37769,620
37739,99
34298,690
37752,437
37803,714
88713,835
35303,690
39015,690
37847,468
116286,253
37784,551
37889,302
37707,562
37721,562
37730,149
37798,127
59748,754
59749,754
59750,754
59751,754
59752,754
37787,620
37792,620
59753,754
37824,553
15040,563
59754,754
59755,754
59756,754
37874,127
49453,669
59757,754
59758,754
59759,754
59760,754
59761,754
37838,507
37740,99
116290,342
89525,835
37819,620
35844,47
37835,531
37840,620
37858,714
37793,8
37794,424
59762,754
59763,754
37878,127
59764,754
59765,754
59766,754
59767,754
37872,146
37912,456
59768,754
37834,232
89717,835
37848,371
37969,322
37862,659
40595,690
37778,672
15279,563
15612,563
15889,563
37791,489
37852,685
37843,149
37795,24
37844,149
37911,149
37821,127
37841,127
116291,342
37866,182
59783,754
59784,754
59785,754
59786,754
59925,754
89720,835
40817,690
16547,563
37896,335
37851,127
59927,754
122570,909
37890,8
59972,754
37907,620
37925,723
60037,754
60038,754
60039,754
37893,506
37942,609
89721,835
35846,47
37960,620
37914,358
37930,358
37992,620
37857,714
37860,709
37882,127
37935,127
37886,99
37881,620
41006,646
60040,754
60045,754
60213,754
37901,620
37910,723
37883,720
37885,720
37917,358
118701,370
16681,563
100970,588
37888,375
38037,149
60214,754
60215,754
60218,754
60233,754
10416,354
17429,354
60234,754
37957,714
60332,754
51791,789
89745,835
36033,47
37913,358
121784,1036
38058,40
38019,672
38068,365
37996,160
17281,563
17572,563
37998,127
37922,609
89905,835
60333,754
60334,754
38073,714
60336,754
38030,672
60337,754
60368,754
60379,754
86163,754
86173,754
13142,354
17408,354
17409,354
23033,354
18596,563
18741,563
37938,620
37962,127
37976,127
28168,354
36865,354
42030,354
79882,354
5797,354
22064,354
27148,354
100992,863
122579,382
122585,123
37949,672
38067,672
38028,365
18853,563
19697,563
19708,563
19780,563
20005,563
38087,373
38127,149
38018,127
38056,127
38094,697
27603,354
28203,354
38118,377
38119,377
42010,354
38136,714
73229,354
74248,354
76308,354
76320,354
76585,354
122576,382
122577,647
100967,702
38082,358
100982,199
38137,11
38023,698
38022,700
38075,365
20683,563
20751,563
122580,553
38021,127
51923,683
77339,354
77876,354
38027,365
78085,354
38093,697
38096,697
38098,697
7291,354
8787,354
38100,697
38167,336
20797,563
20950,563
51925,333
20924,563
20927,563
20928,563
21688,563
78358,354
100975,620
100981,199
38104,149
38065,146
80131,354
23605,354
27704,354
4554,354
38091,697
38101,697
11333,354
38150,620
12891,354
18500,354
69069,354
38207,620
9124,354
9224,354
100973,620
38062,40
38123,12
100969,1083
38160,12
38120,700
22568,563
38081,508
38086,424
38103,149
38106,377
38077,127
38110,620
38130,714
38148,620
38151,620
38152,620
38154,620
9227,354
38178,714
32847,354
43128,354
38074,365
22870,563
24146,563
42414,700
24402,563
72869,107
38161,42
38159,344
38072,365
23184,563
38097,697
38108,620
72278,354
77946,354
78777,354
81503,354
81879,354
38153,620
84730,354
85599,354
9415,354
9417,354
9899,354
10422,354
10898,354
15046,354
15076,354
17439,354
38223,723
24782,354
25112,354
34451,354
38121,700
24792,563
25118,563
25382,563
25587,563
25614,563
75937,354
101741,382
70170,346
38102,697
38105,149
77849,354
27615,563
38128,714
38133,620
78000,354
122159,1036
78027,354
78046,354
38164,344
38166,344
38173,344
38114,672
38147,672
38185,160
27781,563
27865,563
38171,42
4409,354
38175,42
38117,698
25899,563
27301,563
28722,563
84122,354
5550,346
38188,149
99955,1050
38231,149
38202,127
38220,508
38286,127
99994,1050
4831,354
7492,354
10038,354
38293,620
17742,354
18691,354
26907,354
26946,354
28943,354
69049,354
75298,354
38179,344
6828,346
38290,625
28734,563
28964,563
29098,563
76118,354
78297,354
38198,714
38226,149
38221,127
38227,531
38229,620
38209,127
78681,354
78682,354
6554,354
7191,354
12714,354
14237,354
38331,566
17220,354
20645,354
37275,354
78320,354
81267,330
4524,354
5108,354
5607,354
38307,672
38213,365
30260,563
30560,563
123087,1036
12392,346
12581,346
38319,358
38277,127
38371,127
7137,354
38249,553
9141,354
9162,354
38258,620
9200,354
9209,354
10063,354
17380,354
17407,354
38291,723
38309,50
38316,424
18368,354
38327,714
38330,29
21957,354
22009,354
23206,354
61962,206
38374,620
25266,354
38349,625
13737,346
30984,563
31351,563
26876,354
27086,354
15848,346
16869,346
30513,346
38250,127
38232,723
30707,354
34764,354
35753,354
43431,354
70188,354
78248,354
78249,354
78250,354
78259,354
78260,354
78755,354
81370,354
38322,424
39451,206
41987,206
45585,206
38342,620
38347,424
123091,1036
45586,206
38376,620
61954,206
40601,346
38248,344
38370,672
32448,563
32694,563
33001,563
84494,206
43422,346
38242,59
84496,206
85015,206
3311,206
38279,105
3706,206
3732,206
5158,206
38306,338
5159,206
5402,206
5403,206
38310,29
5798,206
5806,206
5818,206
5883,206
5937,206
8287,206
8351,206
38372,29
8466,206
10467,206
17957,206
55774,346
38323,672
38335,672
35155,563
36886,563
37306,563
29857,206
123819,1036
38315,588
32528,206
34954,206
38328,682
35003,206
37939,206
38341,639
38092,206
38191,206
38351,566
38991,206
40005,206
38366,29
40008,206
38373,29
40592,206
40645,206
46123,568
46131,565
46138,379
124371,1036
38359,672
41736,563
44246,563
57824,346
58635,346
67887,346
70779,346
75304,346
75931,346
38320,189
124869,837
38350,566
38354,566
38356,620
38361,620
38358,149
38363,127
85271,136
46122,579
85274,806
46133,565
46145,729
46154,532
75969,346
85272,401
76630,346
46143,371
46150,371
84978,346
88377,346
96902,346
38378,29
46130,565
46147,729
46148,729
46151,638
85282,774
85286,734
46213,377
85301,128
86369,566
44611,206
86371,822
38384,46
38382,672
38386,672
97232,346
46266,579
85275,371
11246,346
12280,346
46156,338
116301,991
46140,638
46146,729
46155,731
85278,837
85287,227
46177,568
85298,566
101744,1023
92651,1034
93263,1034
85312,556
85314,377
46162,747
85323,556
46268,579
46291,400
85349,566
85352,566
46322,127
85341,855
85330,389
101748,1053
101749,1053
85276,371
85299,144
85346,84
85339,191
85345,607
101746,915
85277,837
85280,734
85281,440
85289,734
85306,855
85294,152
85296,566
85300,837
85302,837
118702,370
46249,484
90060,1028
91171,1028
91347,1028
46264,377
91374,1028
91476,1028
85288,183
46283,711
85290,183
46292,418
46153,384
85292,144
85307,144
85285,145
46237,204
85284,128
85303,556
85304,556
85308,901
85311,837
46208,31
46216,532
85315,377
46323,127
6386,354
85321,338
46265,377
46267,377
100831,1034
85334,675
46298,313
85335,631
46325,566
46327,566
85326,674
85329,325
41962,690
86545,5
85305,220
85338,451
85336,469
85325,144
85331,173
85333,84
85340,191
100947,1034
85351,566
46214,531
85356,566
46202,747
85362,663
46271,736
85375,566
34627,16
99995,1050
46289,400
85377,136
85366,341
85384,309
85387,566
85391,566
85350,401
46333,183
51353,206
85357,670
85363,386
46355,455
46366,729
85354,84
85347,103
85348,371
85353,371
103057,1034
103551,1034
111711,1034
52514,206
62250,206
63192,206
70920,206
71297,206
72441,206
74302,206
74887,206
75893,206
76589,206
80172,206
80181,206
81168,206
81696,206
84085,206
84670,206
84671,206
85721,206
86179,206
72504,206
84282,206
3967,206
4542,206
5588,206
5604,206
12279,206
13742,206
15845,206
30680,206
33340,206
38224,206
39246,206
85361,144
85360,706
48037,307
24119,707
28191,707
46297,711
46309,747
85382,566
46335,582
46368,729
46418,173
46405,684
46357,461
42582,687
46360,102
46429,729
46431,714
46389,149
39778,206
86546,854
46332,128
126260,1219
46362,337
46353,371
46380,371
46382,371
46324,566
46326,566
46313,568
85370,566
85372,566
46468,516
115480,1034
46406,535
46319,747
100984,1004
46433,634
46434,634
46445,729
100985,382
46330,127
44497,206
73666,206
101000,132
53944,690
85365,469
101001,355
46376,371
46379,371
46387,371
46394,719
46396,719
46435,588
46344,566
46367,729
100986,620
101747,1053
85380,152
85376,386
46393,719
46348,747
46359,461
46375,461
80286,206
80315,206
80801,206
46350,371
46351,371
46378,371
46386,371
46401,371
85378,566
46334,162
46373,461
46338,566
46339,566
85385,309
46365,729
51587,789
46414,418
46430,634
46436,729
46398,468
46421,376
80803,206
83860,206
84283,206
46363,337
46340,371
46352,371
46354,371
46395,371
99996,1050
46407,696
46508,516
100686,1050
46471,500
46369,747
46388,747
46392,718
46417,341
46470,747
46390,738
46372,461
46374,461
46391,149
84312,206
84321,206
84405,206
46377,371
46381,371
46409,371
46432,634
46597,568
46599,568
100988,620
100989,28
51590,789
85386,566
85390,566
51280,789
100687,1050
46464,494
120616,370
46532,747
46533,747
84406,206
84426,206
84457,206
84458,206
84975,206
84977,206
22020,143
48646,143
46437,371
46438,371
46456,371
46453,227
100688,1050
46500,568
101066,1050
100993,68
100994,1077
85395,566
85401,566
46467,747
51285,789
46547,96
85397,371
46450,371
46458,371
46454,742
100996,379
46539,568
46601,568
51286,789
51299,789
51355,789
85389,566
85393,566
85394,566
101067,1050
85399,566
46462,457
46502,747
46535,747
84491,143
3145,143
3147,143
3196,143
85413,325
46455,371
124876,1298
124878,1277
85392,566
85400,566
46574,568
46485,480
46483,512
46489,482
22657,143
85428,566
46484,747
85434,217
51389,789
100997,1050
28179,143
29321,143
51832,789
85398,371
85403,670
48040,580
86375,418
85421,418
116295,983
46493,568
55911,789
58404,789
46524,747
46567,738
59561,789
61209,789
67435,789
68139,789
68636,789
75089,789
76134,789
85406,371
85418,371
96788,789
96799,789
96811,789
85417,582
46581,568
46602,568
46607,568
101005,748
85407,663
46653,146
46660,146
85414,907
46684,371
46671,371
46676,371
46688,371
46641,724
46598,568
46646,399
96834,789
96882,789
46687,29
6905,437
8313,437
9940,437
17416,437
25963,437
39486,437
64417,437
70399,437
70694,437
46637,371
46638,371
46639,371
46680,371
46681,371
46689,371
48042,679
101752,1050
46603,747
101754,1050
46609,747
46648,399
46685,29
30753,143
34846,143
53938,691
46654,466
46659,359
46658,466
46661,371
46672,371
46682,371
46640,371
85420,105
85430,217
85423,566
85431,217
46604,568
85426,566
85427,566
118718,370
85429,566
118729,370
35968,143
46730,410
46613,568
41500,107
75251,437
79870,437
87186,437
46678,371
96665,437
4444,361
46655,359
46615,568
38512,143
116300,919
45606,143
116305,986
46625,568
45700,143
46649,466
91478,1028
91485,1028
91839,1028
56000,690
46650,466
86377,906
46697,747
46690,568
46723,461
46718,568
46725,461
63891,107
48655,143
46767,732
85444,317
85445,124
46729,386
85447,105
85448,809
85449,807
85450,830
85451,808
55865,143
46809,313
56365,143
58986,143
61461,143
62513,143
46706,371
46692,371
46693,371
85452,105
85455,914
85456,831
102338,1050
85457,865
85458,865
85468,377
118737,370
53967,580
46726,461
46737,127
85473,111
46811,313
46711,128
85472,687
64037,143
85470,112
85495,912
85475,112
74326,143
75366,143
75855,143
77332,143
78962,143
83082,143
84495,143
46694,371
46695,371
46768,371
85453,811
85454,912
46775,747
46740,127
85464,112
85481,206
83998,401
46716,568
85461,112
85466,112
51930,709
85469,354
46824,29
85462,206
84497,143
46858,29
86105,143
1485,143
1694,143
46772,674
85459,674
91840,1028
92609,1028
60990,690
3263,143
85465,674
46707,371
46771,371
46843,371
46783,516
116302,859
46741,747
46893,638
3788,143
3808,143
41501,107
58210,465
116318,1010
46747,372
46724,461
3551,143
93579,1028
116321,1014
116324,1016
116326,253
116314,584
46779,371
46845,371
46720,371
116303,991
116299,1057
46788,738
85484,112
85483,112
85480,354
85489,377
46826,29
46829,29
62132,690
51931,709
62779,690
85500,325
85501,325
85499,401
85497,687
68075,690
46759,386
46842,371
46850,371
4410,143
46822,747
85529,697
6475,354
4812,143
46876,29
7012,143
85533,37
46855,568
46878,568
41502,107
93580,1028
93585,1028
85502,84
116306,919
46859,371
46862,371
46884,568
85528,204
46875,29
85507,431
46857,747
116310,929
116322,1015
116325,745
46906,460
10101,143
85505,372
85506,580
55516,384
85504,154
85503,154
55411,205
55504,554
46844,371
85508,376
102342,1050
52643,143
116334,1073
116307,986
116309,986
93817,1028
17254,677
11426,143
13124,143
13612,143
14531,143
21158,143
21793,143
24877,143
24897,143
25341,143
25804,143
25824,143
25938,143
26084,143
26865,143
26866,143
27005,143
29146,143
33042,143
33163,143
36514,143
37023,143
41262,143
42140,143
43165,143
50918,143
52070,143
93818,1028
70722,690
6935,354
52668,143
53735,143
54195,143
55278,143
55475,143
61946,143
64665,143
64685,143
66534,143
68136,143
69047,143
69810,143
69832,143
70859,143
71037,143
71713,143
72700,143
72866,143
73158,143
73655,143
74553,143
74925,143
76009,143
76690,143
77165,143
77737,143
78177,143
78180,143
78185,143
78258,143
46877,29
78542,143
80086,143
80214,143
46882,568
46912,568
116329,706
84000,401
46930,568
41503,107
94019,1028
37147,47
116335,253
116336,253
116345,609
46992,29
116350,745
46949,371
55529,327
55532,137
46950,371
46952,371
116357,622
85516,910
116308,986
46946,747
42569,105
46918,568
46921,568
46886,747
46890,747
46994,29
46896,460
80218,143
83165,143
84493,143
84682,143
46922,568
85520,418
85515,908
41504,107
101750,1004
101751,1004
89906,835
46932,371
85524,469
85535,640
116311,1007
47032,487
86402,768
47056,528
46983,747
47048,461
84800,143
47036,334
84934,143
46917,568
46924,568
41505,107
4471,361
5161,361
75815,690
46925,568
46934,371
46955,371
116315,1010
116316,929
116317,1010
116319,1013
116320,633
85527,27
47025,498
46944,568
47006,568
85542,706
65950,107
116323,816
116332,706
102366,1050
46945,747
46964,747
84969,143
46993,29
47003,29
85317,143
85318,143
85319,143
85320,143
85438,143
85491,143
85492,143
46947,371
46948,371
46953,371
85530,865
46943,747
85537,566
47004,29
85538,566
10014,361
12261,361
15331,361
17741,361
28503,361
30840,361
40829,361
48043,361
48781,361
54443,361
85536,371
46951,371
46957,371
46959,371
55906,361
61157,361
64440,361
67393,361
69274,361
70686,361
85539,566
47007,29
47008,29
47021,516
85547,566
85550,566
85552,566
85555,309
54064,111
85573,309
47054,568
46996,747
1538,153
82604,153
54091,760
47055,398
47057,568
66068,107
124874,1201
85561,371
85566,371
47009,29
85540,566
85543,534
116327,314
47005,568
70706,361
75944,361
75981,361
85553,566
47038,476
85549,506
76611,361
54094,504
54096,492
47000,747
54068,754
1570,153
1572,153
30758,153
67625,153
72709,153
54085,216
85546,128
47316,371
116333,253
107400,1050
90893,361
90897,361
47050,320
116328,565
47033,491
85554,771
116330,1057
85568,566
90926,361
85570,566
47035,494
47041,747
47046,747
109252,1052
47061,747
47343,150
47047,461
77337,153
47353,133
76980,690
77845,153
82988,153
83592,153
85558,469
47083,718
47334,371
47058,719
116348,609
116354,895
94728,403
109034,1050
109245,1052
109247,1052
85562,566
47335,29
85567,566
47039,747
47062,747
85563,153
85557,674
84001,401
85587,771
94733,647
47045,46
94730,710
85560,670
47332,428
94731,720
47331,371
47336,371
47338,371
47341,371
47345,371
94732,720
94116,361
41506,107
85564,566
85571,566
85574,566
47339,29
47359,29
47363,437
85586,670
47387,610
47383,636
47348,371
47385,637
47390,555
47076,747
48047,461
52520,766
84515,153
85032,153
85534,153
85541,153
85576,371
85580,371
85581,371
85577,566
85579,566
85588,771
85589,771
47425,568
109248,1052
47396,636
47349,747
47391,465
47424,362
47433,29
55174,124
85578,371
85582,371
47347,371
47381,371
47400,371
47365,747
85603,124
109250,1052
47382,634
47384,636
47386,638
47389,531
47410,460
47230,568
47409,29
72752,153
109251,1052
47422,455
85584,401
47416,568
85605,46
41507,107
37419,47
37420,47
47398,371
47406,371
47421,371
47394,460
47397,636
47392,568
47408,29
47413,362
47439,568
41508,107
65167,766
37421,47
124879,1277
71420,766
82995,153
85556,153
83004,153
83008,153
1615,153
4880,153
34419,153
35945,153
42604,153
58984,153
65635,153
65663,153
47402,371
47405,371
47407,371
47420,371
85606,45
85597,899
101753,1050
47491,475
47227,747
47450,29
47495,287
85601,128
85592,554
47460,29
47461,29
85595,566
126264,1198
47427,747
77676,766
126273,1219
79347,766
79392,766
79448,766
75858,153
76921,153
82036,153
82039,153
83078,153
83530,153
83586,153
85102,153
85575,153
47435,29
47226,322
127172,1014
47438,568
39886,47
86694,690
47500,624
47459,29
47471,146
67694,767
85596,153
86084,153
86136,153
86139,153
2187,153
14530,153
21145,153
22664,153
28838,153
29329,153
39868,646
32417,153
35487,153
36520,153
37001,153
42141,153
54946,153
56476,153
74922,153
47437,371
47544,568
101757,105
48049,670
67696,767
47525,624
101755,420
68131,767
82592,153
82606,153
83079,153
84652,153
84822,153
1588,153
52041,566
1760,153
3264,153
4296,153
4297,143
4298,143
4815,153
6890,153
10047,153
10526,153
11021,153
13105,153
13584,153
13611,153
20778,153
25802,153
25822,153
30507,153
109773,1050
47502,287
94735,670
109782,1050
94739,224
94742,467
94737,102
94747,719
52044,566
47547,371
47558,371
94752,1030
94758,1030
109942,1050
74576,767
94738,188
94746,706
94756,706
94765,1048
94764,853
94736,920
94768,349
94745,704
94751,1041
48166,748
94729,702
94744,625
47531,371
47578,371
47597,371
124882,556
124889,1249
94753,253
47560,568
47575,568
94763,920
94750,856
94757,467
94740,355
94754,719
94760,358
94741,358
47611,371
47615,371
94743,588
94761,588
94767,588
81929,767
30986,153
110156,1050
124884,1251
81690,767
94749,822
94755,622
85631,566
85640,566
85642,313
85645,314
94759,822
32971,153
40648,153
44817,153
85607,44
85639,897
85618,173
47572,371
94748,625
85602,124
94762,355
85594,566
62201,107
116420,1087
116347,609
116349,816
116356,726
85617,857
47652,568
47659,568
94766,588
47707,318
116351,201
116352,900
85628,857
85632,566
116353,644
85644,317
47686,525
50916,153
50921,153
51969,153
85653,349
85629,173
94769,172
94770,192
85636,554
116358,553
116368,620
116405,556
110430,1050
124885,1228
116343,609
116344,609
85637,133
85650,863
52061,318
53006,153
116346,609
55474,153
62648,153
68989,153
85614,418
85635,554
47721,318
72073,153
72428,153
84002,401
116355,726
101900,328
110437,1050
124886,1202
116361,620
116410,622
116426,622
116364,858
47665,568
47649,747
47718,713
75019,153
47701,371
85634,670
101903,358
101908,588
116374,726
116389,793
110548,1050
116359,633
116371,633
116360,726
116366,929
116367,706
85633,566
85638,566
116372,620
116378,253
85668,230
88429,690
47819,5
85630,173
85646,702
104990,961
47855,201
47752,334
85648,151
85651,318
116362,706
85656,716
116363,793
116369,620
85670,566
85655,669
85689,566
85686,46
47794,371
85641,853
101909,703
101911,822
104965,792
55556,357
85647,702
116377,253
116383,253
116388,706
116390,622
116393,644
116397,201
116406,879
116402,454
116365,1040
116398,1040
85707,822
47801,747
47815,745
47816,745
85659,309
116380,726
85669,309
85674,566
85675,566
116403,644
79034,153
47905,568
47876,371
116407,622
116415,622
116439,729
116453,726
116466,622
116391,454
116404,1091
79670,153
47920,568
102070,136
102071,566
82110,153
110550,1050
47853,29
102075,732
85667,907
47910,371
47813,371
47862,371
47898,371
52062,318
85685,414
85691,566
47901,568
47902,568
85696,566
85699,566
116385,620
47893,679
47903,371
47904,371
47889,216
47909,371
47897,29
51690,124
116392,333
116399,745
116387,1040
116386,633
85678,566
47913,747
85688,566
116400,706
116412,1086
47943,27
47945,27
94771,989
48051,393
47947,718
48059,718
48066,430
47971,460
85677,401
48073,718
47917,371
85682,566
