question_id,trade_id,SerSettledVal,NVL
341,83774, 0],0.20999987
341,83776,[1,0.71999997
341,83776, 0],0.28
341,83797,[1,0.75000006
341,83797, 0],0.24999999
341,83837,[1,0.72
341,83837, 0],0.28000003
341,83838,[1,0.7500001
341,83838, 0],0.24999996
341,83839,[1,0.78
341,83839, 0],0.22000003
341,84087,[1,0.88
341,84087, 0],0.11999996
341,84441,[1,0.82000005
341,84441, 0],0.18
341,84460,[1,0.87
341,84460, 0],0.12999998
341,84556,[1,0.8399999
341,84556, 0],0.16000003
341,84594,[1,0.78
341,84594, 0],0.21999994
341,84595,[1,0.81000006
341,84595, 0],0.19000006
341,84598,[1,0.75
341,84598, 0],0.24999985
341,84602,[1,0.8300003
341,84602, 0],0.16999997
341,84697,[1,0.8879929
341,84697, 0],0.11200723
341,84734,[1,0.8500002
341,84734, 0],0.1499998
341,84751,[1,0.81999993
341,84751, 0],0.18000004
341,84804,[1,0.87266624
341,84804, 0],0.12733379
341,84830,[1,0.8500001
341,84830, 0],0.14999993
341,85005,[1,0.84
341,85005, 0],0.16
341,85020,[1,0.8677112
341,85020, 0],0.13228881
341,85033,[1,0.83
341,85033, 0],0.17000002
341,85366,[1,0.86781645
341,85366, 0],0.13218349
341,85408,[1,0.86
341,85408, 0],0.13999993
341,85727,[1,0.8800001
341,85727, 0],0.11999993
341,85728,[1,0.6244143
341,85728, 0],0.37558568
341,85730,[1,0.7999999
341,85730, 0],0.19999999
341,86180,[1,0.7500001
341,86180, 0],0.2499999
341,86181,[1,0.7799999
341,86181, 0],0.22000004
341,86205,[1,0.44999993
341,86205, 0],0.55
341,86224,[1,0.84000003
341,86224, 0],0.16
341,86293,[1,0.7699999
341,86293, 0],0.23000006
341,86331,[1,0.77
341,86331, 0],0.22999999
341,86360,[1,0.75
341,86360, 0],0.24999997
341,86364,[1,0.77
341,86364, 0],0.23000005
341,86820,[1,0.6999999
341,86820, 0],0.30000007
341,86821,[1,0.74000007
341,86821, 0],0.26
341,86945,[1,0.7200001
341,86945, 0],0.27999997
341,86946,[1,0.76000005
341,86946, 0],0.24000001
341,86996,[1,0.8000001
341,86996, 0],0.19999996
341,87000,[1,0.77
341,87000, 0],0.22999993
341,87149,[1,0.80999994
341,87149, 0],0.19000003
341,87195,[1,0.86
341,87195, 0],0.13999999
341,87199,[1,0.81000006
341,87199, 0],0.18999995
341,87225,[1,0.77
341,87225, 0],0.23
341,87227,[1,0.79999995
341,87227, 0],0.20000003
341,87451,[1,0.78000003
341,87451, 0],0.22000004
341,87749,[1,0.81000006
341,87749, 0],0.19
341,88771,[1,0.88297504
341,88771, 0],0.11702503
341,88784,[1,0.8400001
341,88784, 0],0.15999998
341,89102,[1,0.8200001
341,89102, 0],0.17999998
341,89301,[1,0.84000003
341,89301, 0],0.16000001
341,90516,[1,0.93248075
341,90516, 0],0.067519285
341,90519,[1,0.87000006
341,90519, 0],0.13000001
341,90803,[1,0.89325845
341,90803, 0],0.10674145
341,90841,[1,0.87000006
341,90841, 0],0.12999998
341,91284,[1,0.91118085
341,91284, 0],0.088819206
341,91288,[1,0.87999994
341,91288, 0],0.12
341,92601,[1,0.88000005
341,92601, 0],0.11999994
341,92617,[1,0.89000005
341,92617, 0],0.10999999
341,92637,[1,0.88
341,92637, 0],0.11999993
341,92662,[1,0.88
341,92662, 0],0.119999945
341,92665,[1,0.89000005
341,92665, 0],0.10999994
341,93840,[1,0.89
341,93840, 0],0.11000001
341,93854,[1,0.90999997
341,93854, 0],0.089999996
341,93855,[1,0.89000005
341,93855, 0],0.110000014
341,93858,[1,0.89999986
341,93858, 0],0.09999997
341,95528,[1,0.89
341,95528, 0],0.110000014
341,96060,[1,0.9199999
341,96060, 0],0.07999998
341,97881,[1,0.90999997
341,97881, 0],0.089999974
341,101210,[1,0.90999997
341,101210, 0],0.09000002
341,101885,[1,0.9500001
341,101885, 0],0.050000012
341,101886,[1,0.91999996
341,101886, 0],0.080000006
341,101889,[1,0.93000007
341,101889, 0],0.070000015
341,102110,[1,0.94506145
341,102110, 0],0.054938547
341,102957,[1,0.763555
341,102957, 0],0.23644502
341,103120,[1,0.8699999
341,103120, 0],0.13000001
341,103268,[1,0.6751499
341,103268, 0],0.32485014
341,103281,[1,0.74
341,103281, 0],0.25999993
341,103292,[1,0.62380534
341,103292, 0],0.37619463
341,103374,[1,0.7
341,103374, 0],0.30000004
341,103433,[1,0.82
341,103433, 0],0.17999999
341,103472,[1,0.79999995
341,103472, 0],0.20000003
341,103522,[1,0.6000001
341,103522, 0],0.39999998
341,103595,[1,0.67
341,103595, 0],0.33
341,103806,[1,0.91
341,103806, 0],0.09
341,103808,[1,0.87999994
341,103808, 0],0.12000001
341,103842,[1,0.91
341,103842, 0],0.09000002
341,103970,[1,0.92999995
341,103970, 0],0.07
341,103972,[1,0.9099999
341,103972, 0],0.089999974
341,103992,[1,0.92
341,103992, 0],0.080000006
341,104093,[1,0.90999997
341,104093, 0],0.09000001
341,104398,[1,0.9200001
341,104398, 0],0.079999976
341,104401,[1,0.9299999
341,104401, 0],0.070000015
341,104743,[1,0.93999994
341,104743, 0],0.059999984
341,104799,[1,0.93000007
341,104799, 0],0.07
341,105227,[1,0.95000005
341,105227, 0],0.049999993
341,106851,[1,0.98
341,106851, 0],0.020000005
341,106857,[1,0.96
341,106857, 0],0.039999995
341,106995,[1,0.96
341,106995, 0],0.03999998
341,107024,[1,0.95000005
341,107024, 0],0.04999999
341,108084,[1,0.9611697
341,108084, 0],0.038830385
341,108131,[1,0.95000017
341,108131, 0],0.049999982
341,108140,[1,0.96439123
341,108140, 0],0.035608843
341,108404,[1,0.9499999
341,108404, 0],0.05
341,108995,[1,0.963194
341,108995, 0],0.036805872
341,109279,[1,0.71999997
341,109279, 0],0.28000006
341,109704,[1,0.96
341,109704, 0],0.039999995
341,109715,[1,0.9700001
341,109715, 0],0.029999994
341,110566,[1,0.9749498
341,110566, 0],0.025050292
341,110572,[1,0.96
341,110572, 0],0.04
341,110671,[1,0.9038654
341,110671, 0],0.096134625
341,110673,[1,0.94999987
341,110673, 0],0.049999993
341,110691,[1,0.96448374
341,110691, 0],0.035516303
341,111865,[1,0.97999996
341,111865, 0],0.019999985
341,112201,[1,0.98
341,112201, 0],0.019999996
341,112859,[1,0.91313857
341,112859, 0],0.086861454
341,112860,[1,0.7174097
341,112860, 0],0.28259033
341,112861,[1,0.91
341,112861, 0],0.08999999
341,112954,[1,0.96000004
341,112954, 0],0.039999995
341,113272,[1,0.9799999
341,113272, 0],0.020000001
341,113802,[1,0.97
341,113802, 0],0.030000005
341,114043,[1,0.9862953
341,114043, 0],0.013704714
341,114044,[1,0.7565335
341,114044, 0],0.24346648
341,115694,[1,0.9892552
341,115694, 0],0.010744811
341,116911,[1,0.99111754
341,116911, 0],0.008882435
341,117198,[1,0.9911175
341,117198, 0],0.008882437
341,117245,[1,0.74602675
341,117245, 0],0.25397325
341,117327,[1,0.9699999
341,117327, 0],0.030000001
341,117350,[1,0.9799997
341,117350, 0],0.020000003
341,118060,[1,0.9863469
341,118060, 0],0.01365313
341,118696,[1,0.99990004
341,118696, 0],0.0001
341,118697,[1,0.9799998
341,118697, 0],0.020000298
341,118766,[1,0.99000007
341,118766, 0],0.010000003
341,119747,[1,0.71652716
341,119747, 0],0.2834728
341,123895,[1,0.9999989
341,123895, 0],1.00E-06
343,4316,[0,0.4977826
343,4316, 1],0.5022174
343,4339,[0,0.4977826
343,4339, 1],0.5022174
343,4527,[0,0.4808104
343,4527, 1],0.5191896
343,4599,[0,0.47622427
343,4599, 1],0.5237757
343,4971,[0,0.5881121
343,4971, 1],0.41188782
343,5613,[0,0.5936534
343,5613, 1],0.40634662
343,5958,[0,0.5936534
343,5958, 1],0.40634662
343,9989,[0,0.44682673
343,9989, 1],0.5531733
343,10012,[0,0.42341334
343,10012, 1],0.5765866
343,12254,[0,0.40650716
343,12254, 1],0.59349287
343,12848,[0,0.5
343,12848, 1],0.49999997
343,13427,[0,0.5
343,13427, 1],0.49999997
343,13489,[0,0.5
343,13489, 1],0.49999997
343,15814,[0,0.5031591
343,15814, 1],0.49684086
343,16238,[0,0.50315917
343,16238, 1],0.49684086
343,16739,[0,0.4
343,16739, 1],0.59999996
343,16740,[0,0.38
343,16740, 1],0.62000006
343,16741,[0,0.50000006
343,16741, 1],0.49999994
343,16742,[0,0.6
343,16742, 1],0.4
343,16743,[0,0.51
343,16743, 1],0.49
343,17648,[0,0.51
343,17648, 1],0.49
343,19067,[0,0.5
343,19067, 1],0.50000006
343,19088,[0,0.55
343,19088, 1],0.45000002
343,19910,[0,0.53999996
343,19910, 1],0.46
343,21634,[0,0.5414617
343,21634, 1],0.45853826
343,22042,[0,0.47000003
343,22042, 1],0.53
343,23349,[0,0.47000003
343,23349, 1],0.53
343,23499,[0,0.43000007
343,23499, 1],0.57
343,27354,[0,0.44000006
343,27354, 1],0.56
343,28499,[0,0.45000002
343,28499, 1],0.55
343,29439,[0,0.48985457
343,29439, 1],0.5101455
343,30862,[0,0.49206904
343,30862, 1],0.50793093
343,32877,[0,0.48
343,32877, 1],0.52
343,33518,[0,0.44999996
343,33518, 1],0.55
343,33717,[0,0.39999995
343,33717, 1],0.59999996
343,33722,[0,0.40999994
343,33722, 1],0.59000003
343,33776,[0,0.39999995
343,33776, 1],0.6000001
343,34948,[0,0.39999995
343,34948, 1],0.6000001
343,36109,[0,0.39999977
343,36109, 1],0.60000026
343,36671,[0,0.40783605
343,36671, 1],0.5921639
343,37211,[0,0.42474523
343,37211, 1],0.5752548
343,41924,[0,0.4266753
343,41924, 1],0.5733247
343,42240,[0,0.42827684
343,42240, 1],0.5717231
343,44502,[0,0.40000004
343,44502, 1],0.6
343,52343,[0,0.41000003
343,52343, 1],0.59
343,53525,[0,0.3898701
343,53525, 1],0.61012995
343,53816,[0,0.44493505
343,53816, 1],0.555065
343,54359,[0,0.43781403
343,54359, 1],0.562186
343,55680,[0,0.4379574
343,55680, 1],0.5620426
343,55796,[0,0.46010724
343,55796, 1],0.5398928
343,56256,[0,0.4663527
343,56256, 1],0.5336473
343,57598,[0,0.46
343,57598, 1],0.54
343,59102,[0,0.46578592
343,59102, 1],0.5342141
343,69167,[0,0.45019066
343,69167, 1],0.54980934
343,69282,[0,0.4563335
343,69282, 1],0.54366654
343,70236,[0,0.456354
343,70236, 1],0.54364604
343,70784,[0,0.456354
343,70784, 1],0.54364604
343,70982,[0,0.456354
343,70982, 1],0.54364604
343,71341,[0,0.456354
343,71341, 1],0.54364604
343,74256,[0,0.456354
343,74256, 1],0.54364604
343,74630,[0,0.46
343,74630, 1],0.53999996
343,74856,[0,0.46
343,74856, 1],0.53999996
343,75306,[0,0.46
343,75306, 1],0.53999996
343,75929,[0,0.46
343,75929, 1],0.53999996
343,75967,[0,0.46
343,75967, 1],0.53999996
343,76617,[0,0.4598523
343,76617, 1],0.54014766
343,76787,[0,0.4598523
343,76787, 1],0.54014766
343,85886,[0,0.67
343,85886, 1],0.32999998
343,94104,[0,0.4986396
343,94104, 1],0.5013604
343,95163,[0,0.46999997
343,95163, 1],0.53000003
343,95164,[0,0.44
343,95164, 1],0.56
343,95165,[0,0.41000003
343,95165, 1],0.5899999
343,95166,[0,0.3799999
343,95166, 1],0.62000006
343,95167,[0,0.35
343,95167, 1],0.65000004
343,95168,[0,0.32
343,95168, 1],0.68
343,95169,[0,0.29
343,95169, 1],0.71
343,99672,[0,0.33999997
343,99672, 1],0.65999997
343,99706,[0,0.24999997
343,99706, 1],0.75000006
343,100958,[0,0.28000003
343,100958, 1],0.71999997
343,101463,[0,0.34
343,101463, 1],0.66
343,101464,[0,0.43
343,101464, 1],0.57
343,101465,[0,0.41
343,101465, 1],0.59000003
343,101475,[0,0.33
343,101475, 1],0.67
343,101476,[0,0.30000004
343,101476, 1],0.7
343,101483,[0,0.33
343,101483, 1],0.67
343,101585,[0,0.51273364
343,101585, 1],0.48726636
343,101669,[0,0.44
343,101669, 1],0.56
343,101670,[0,0.32999998
343,101670, 1],0.66999996
343,101853,[0,0.29999998
343,101853, 1],0.70000005
343,101890,[0,0.25000003
343,101890, 1],0.75
343,102049,[0,0.23000002
343,102049, 1],0.77
343,102365,[0,0.43508202
343,102365, 1],0.5649179
343,102412,[0,0.39999992
343,102412, 1],0.6
343,102413,[0,0.44999993
343,102413, 1],0.5500001
343,102592,[0,0.60046554
343,102592, 1],0.39953443
343,102771,[0,0.54999995
343,102771, 1],0.45000002
343,102778,[0,0.5
343,102778, 1],0.50000006
343,102910,[0,0.6367114
343,102910, 1],0.36328864
343,103230,[0,0.73405415
343,103230, 1],0.26594585
343,103354,[0,0.65000004
343,103354, 1],0.35
343,103378,[0,0.50000006
343,103378, 1],0.49999997
343,103450,[0,0.3
343,103450, 1],0.7
343,103498,[0,0.52
343,103498, 1],0.48000005
343,103719,[0,0.38200003
343,103719, 1],0.61800003
343,103748,[0,0.34000006
343,103748, 1],0.65999997
343,103876,[0,0.20000003
343,103876, 1],0.8
343,104021,[0,0.18000002
343,104021, 1],0.82
343,104177,[0,0.16000003
343,104177, 1],0.84
343,104186,[0,0.20000002
343,104186, 1],0.79999995
343,104281,[0,0.15999998
343,104281, 1],0.84000003
343,105208,[0,0.1179285
343,105208, 1],0.8820715
343,105209,[0,0.10000001
343,105209, 1],0.9
343,105684,[0,0.09000001
343,105684, 1],0.90999997
343,105838,[0,0.087863095
343,105838, 1],0.9121369
343,106034,[0,0.049999997
343,106034, 1],0.95
343,106060,[0,0.06999999
343,106060, 1],0.93
343,106062,[0,0.09999999
343,106062, 1],0.90000004
343,106068,[0,0.08000002
343,106068, 1],0.91999996
343,106162,[0,0.06999998
343,106162, 1],0.93
343,106257,[0,0.04999999
343,106257, 1],0.95
343,106266,[0,0.07999998
343,106266, 1],0.92
343,106288,[0,0.089999974
343,106288, 1],0.91
343,106290,[0,0.09999999
343,106290, 1],0.90000004
343,106404,[0,0.08000002
343,106404, 1],0.91999996
343,106625,[0,0.059999987
343,106625, 1],0.94
343,106681,[0,0.07999998
343,106681, 1],0.92
343,106839,[0,0.049999986
343,106839, 1],0.95
343,106905,[0,0.06999998
343,106905, 1],0.93
343,106937,[0,0.02999999
343,106937, 1],0.97
343,107116,[0,0.03999999
343,107116, 1],0.96000004
343,107121,[0,0.030000024
343,107121, 1],0.96999997
343,107524,[0,0.02128687
343,107524, 1],0.97871315
343,107525,[0,0.030000024
343,107525, 1],0.96999997
343,107528,[0,0.021717591
343,107528, 1],0.97828245
343,107529,[0,0.030000024
343,107529, 1],0.96999997
343,107592,[0,0.03999999
343,107592, 1],0.96
343,108016,[0,0.028293135
343,108016, 1],0.97170687
343,108064,[0,0.020000001
343,108064, 1],0.97999996
343,108287,[0,0.014280559
343,108287, 1],0.9857195
343,108294,[0,0.03000012
343,108294, 1],0.96999985
343,108314,[0,0.02129722
343,108314, 1],0.9787028
343,108323,[0,0.015068785
343,108323, 1],0.98493123
343,108331,[0,0.030000027
343,108331, 1],0.96999997
343,108490,[0,0.021230407
343,108490, 1],0.9787696
343,108510,[0,0.030000007
343,108510, 1],0.96999997
343,108511,[0,0.039999973
343,108511, 1],0.96000004
343,108513,[0,0.03000001
343,108513, 1],0.96999997
343,108614,[0,0.06499998
343,108614, 1],0.93500006
343,108710,[0,0.04615375
343,108710, 1],0.9538463
343,108742,[0,0.03331708
343,108742, 1],0.96668285
343,108750,[0,0.009999979
343,108750, 1],0.99000007
343,108768,[0,0.04000019
343,108768, 1],0.9599998
343,108771,[0,0.029068967
343,108771, 1],0.97093105
343,108811,[0,0.064534515
343,108811, 1],0.9354655
343,108877,[0,0.046191335
343,108877, 1],0.9538086
343,108935,[0,0.03406378
343,108935, 1],0.96593624
343,108966,[0,0.02000001
343,108966, 1],0.97999996
343,109066,[0,0.009999987
343,109066, 1],0.99
343,109163,[0,0.019999972
343,109163, 1],0.98
343,109166,[0,0.029999956
343,109166, 1],0.97
343,109186,[0,0.009999985
343,109186, 1],0.99
343,109207,[0,0.019999968
343,109207, 1],0.98
343,109208,[0,0.02999995
343,109208, 1],0.97
343,109410,[0,0.0649999
343,109410, 1],0.9350001
343,109416,[0,0.040000003
343,109416, 1],0.96000004
343,109563,[0,0.030000033
343,109563, 1],0.96999997
343,109604,[0,0.021387957
343,109604, 1],0.97861207
343,109611,[0,0.010000011
343,109611, 1],0.98999995
343,115051,[0,0.020000022
343,115051, 1],0.98
343,117302,[0,0.009999982
343,117302, 1],0.99
343,118632,[0,0.019999962
343,118632, 1],0.98
343,118692,[0,0.014624389
343,118692, 1],0.9853756
343,118798,[0,0.019999985
343,118798, 1],0.98
343,119750,[0,0.084999934
343,119750, 1],0.9150001
343,119754,[0,0.05000002
343,119754, 1],0.95
343,119826,[0,0.040000018
343,119826, 1],0.9599999
343,120458,[0,1.00E-04
343,120458, 1],0.9999
343,120459,[0,0.009999981
343,120459, 1],0.99000007
343,120464,[0,0.020000102
343,120464, 1],0.9799999
343,121055,[0,1.00E-06
343,121055, 1],0.99999905
345,4601,[1,0.4956031
345,4601, 0],0.5043969
345,4820,[1,0.4956031
345,4820, 0],0.5043969
345,5314,[1,0.4956031
345,5314, 0],0.5043969
345,5549,[1,0.48838437
345,5549, 0],0.5116156
345,5960,[1,0.4883844
345,5960, 0],0.51161563
345,8404,[1,0.44419217
345,8404, 0],0.5558079
345,12252,[1,0.46682587
345,12252, 0],0.5331741
345,13424,[1,0.46682587
345,13424, 0],0.5331741
345,15810,[1,0.47026277
345,15810, 0],0.5297373
345,15824,[1,0.48000005
345,15824, 0],0.52
345,16226,[1,0.48000002
345,16226, 0],0.52000004
345,17604,[1,0.47
345,17604, 0],0.5299999
345,17740,[1,0.47000006
345,17740, 0],0.53
345,20519,[1,0.47967872
345,20519, 0],0.52032125
345,21613,[1,0.48151964
345,21613, 0],0.51848036
345,21962,[1,0.48151964
345,21962, 0],0.51848036
345,23408,[1,0.49
345,23408, 0],0.51
345,24079,[1,0.50000006
345,24079, 0],0.5
345,26162,[1,0.48718214
345,26162, 0],0.5128179
345,28545,[1,0.48000005
345,28545, 0],0.52
345,29406,[1,0.52070874
345,29406, 0],0.47929126
345,30677,[1,0.5179435
345,30677, 0],0.48205653
345,30874,[1,0.5200361
345,30874, 0],0.47996387
345,31165,[1,0.5185277
345,31165, 0],0.4814723
345,31185,[1,0.51
345,31185, 0],0.49000004
345,32537,[1,0.50000006
345,32537, 0],0.49999997
345,34905,[1,0.50000006
345,34905, 0],0.49999997
345,36091,[1,0.50000024
345,36091, 0],0.49999976
345,36722,[1,0.5065305
345,36722, 0],0.4934695
345,37174,[1,0.54546916
345,37174, 0],0.45453084
345,41902,[1,0.5432795
345,41902, 0],0.45672047
345,42206,[1,0.54482114
345,42206, 0],0.4551789
345,43609,[1,0.54482114
345,43609, 0],0.4551789
345,52356,[1,0.55
345,52356, 0],0.44999996
345,53871,[1,0.5123314
345,53871, 0],0.48766857
345,54424,[1,0.51937246
345,54424, 0],0.48062754
345,55394,[1,0.5445479
345,55394, 0],0.45545208
345,55588,[1,0.544733
345,55588, 0],0.45526704
345,59081,[1,0.549611
345,59081, 0],0.45038897
345,69160,[1,0.56469077
345,69160, 0],0.43530926
345,70235,[1,0.5646697
345,70235, 0],0.43533027
345,70781,[1,0.5646697
345,70781, 0],0.43533027
345,70983,[1,0.5646697
345,70983, 0],0.43533027
345,71082,[1,0.5646697
345,71082, 0],0.43533027
345,71156,[1,0.6207915
345,71156, 0],0.37920848
345,74013,[1,0.6207915
345,74013, 0],0.37920848
345,74255,[1,0.6207915
345,74255, 0],0.37920848
345,74855,[1,0.6207915
345,74855, 0],0.37920848
345,75305,[1,0.6207915
345,75305, 0],0.37920848
345,75930,[1,0.6207915
345,75930, 0],0.37920848
345,75968,[1,0.6207915
345,75968, 0],0.37920848
345,76618,[1,0.6205905
345,76618, 0],0.37940952
345,76788,[1,0.6205905
345,76788, 0],0.37940952
345,77267,[1,0.58421075
345,77267, 0],0.41578925
345,77694,[1,0.57
345,77694, 0],0.43
345,82928,[1,0.14999999
345,82928, 0],0.85
345,82929,[1,0.07
345,82929, 0],0.93000007
345,82931,[1,0.15000014
345,82931, 0],0.8499999
345,86190,[1,0.35
345,86190, 0],0.65000004
345,86235,[1,0.34000006
345,86235, 0],0.66
345,87360,[1,0.56000006
345,87360, 0],0.44
345,88062,[1,0.6
345,88062, 0],0.40000004
345,92248,[1,0.67
345,92248, 0],0.33
345,92249,[1,0.6
345,92249, 0],0.4
345,92257,[1,0.7
345,92257, 0],0.3
345,92258,[1,0.84999996
345,92258, 0],0.15
345,92260,[1,0.9
345,92260, 0],0.099999994
345,92746,[1,0.90999997
345,92746, 0],0.09
345,92831,[1,0.95
345,92831, 0],0.05
345,94944,[1,0.9549857
345,94944, 0],0.045014374
345,95089,[1,0.94998735
345,95089, 0],0.050012644
345,96253,[1,0.98
345,96253, 0],0.019999996
345,97166,[1,0.94
345,97166, 0],0.06
345,97195,[1,0.9537581
345,97195, 0],0.04624192
345,97304,[1,0.96698993
345,97304, 0],0.03301009
345,100012,[1,0.98
345,100012, 0],0.02
345,103140,[1,0.9806115
345,103140, 0],0.01938854
345,105081,[1,0.98095787
345,105081, 0],0.019042155
345,105083,[1,0.9812947
345,105083, 0],0.018705335
345,105708,[1,0.96999997
345,105708, 0],0.030000001
345,106655,[1,0.9703789
345,106655, 0],0.029621078
345,108065,[1,0.99
345,108065, 0],0.01
345,108559,[1,0.99014693
345,108559, 0],0.009853059
345,108615,[1,0.9450735
345,108615, 0],0.05492653
345,110026,[1,0.999999
345,110026, 0],1.00E-06
346,4553,[0,0.49307853
346,4553, 1],0.50692147
346,5550,[0,0.50016886
346,5550, 1],0.49983114
346,6828,[0,0.50016886
346,6828, 1],0.49983114
346,11225,[0,0.32999998
346,11225, 1],0.67
346,11229,[0,0.32999998
346,11229, 1],0.67
346,11246,[0,0.25135937
346,11246, 1],0.74864066
346,12280,[0,0.27562246
346,12280, 1],0.7243776
346,12392,[0,0.30000004
346,12392, 1],0.6999999
346,12579,[0,0.34999996
346,12579, 1],0.65000004
346,12581,[0,0.39999998
346,12581, 1],0.6
346,12584,[0,0.39999998
346,12584, 1],0.6
346,13737,[0,0.39999998
346,13737, 1],0.6
346,14391,[0,0.32999998
346,14391, 1],0.67
346,14498,[0,0.30999997
346,14498, 1],0.69
346,14975,[0,0.24999994
346,14975, 1],0.75
346,15848,[0,0.2541137
346,15848, 1],0.74588627
346,16660,[0,0.3
346,16660, 1],0.7
346,16869,[0,0.31
346,16869, 1],0.68999994
346,17984,[0,0.25760558
346,17984, 1],0.74239445
346,18803,[0,0.2492071
346,18803, 1],0.7507929
346,23691,[0,0.28
346,23691, 1],0.71999997
346,28743,[0,0.28999996
346,28743, 1],0.71000004
346,29833,[0,0.3220427
346,29833, 1],0.6779573
346,30513,[0,0.37
346,30513, 1],0.62999994
346,30983,[0,0.37999997
346,30983, 1],0.62000006
346,32591,[0,0.37
346,32591, 1],0.62999994
346,34342,[0,0.35999998
346,34342, 1],0.64
346,34726,[0,0.37999997
346,34726, 1],0.62000006
346,40601,[0,0.27376547
346,40601, 1],0.72623456
346,41970,[0,0.27591354
346,41970, 1],0.72408646
346,43422,[0,0.2
346,43422, 1],0.79999995
346,48824,[0,0.14999999
346,48824, 1],0.84999996
346,48972,[0,0.124999985
346,48972, 1],0.875
346,48979,[0,0.16249998
346,48979, 1],0.8375
346,48980,[0,0.18124996
346,48980, 1],0.81875
346,48981,[0,0.24062498
346,48981, 1],0.75937504
346,49004,[0,0.21000004
346,49004, 1],0.79
346,49117,[0,0.19685288
346,49117, 1],0.80314714
346,49820,[0,0.13967925
346,49820, 1],0.86032075
346,49843,[0,0.16000001
346,49843, 1],0.84000003
346,50645,[0,0.33
346,50645, 1],0.66999996
346,50694,[0,0.30999997
346,50694, 1],0.69000006
346,52271,[0,0.32000005
346,52271, 1],0.67999995
346,54863,[0,0.3196776
346,54863, 1],0.6803224
346,55121,[0,0.31
346,55121, 1],0.69
346,55370,[0,0.21996412
346,55370, 1],0.78003585
346,55774,[0,0.22999997
346,55774, 1],0.77000004
346,57482,[0,0.25
346,57482, 1],0.75
346,57824,[0,0.24000001
346,57824, 1],0.76
346,58635,[0,0.26
346,58635, 1],0.74
346,62274,[0,0.27
346,62274, 1],0.73
346,67887,[0,0.28
346,67887, 1],0.72
346,70170,[0,0.28003722
346,70170, 1],0.7199628
346,70779,[0,0.28003722
346,70779, 1],0.7199628
346,70985,[0,0.28003722
346,70985, 1],0.7199628
346,73995,[0,0.28003722
346,73995, 1],0.7199628
346,74253,[0,0.28003722
346,74253, 1],0.7199628
346,74254,[0,0.28003722
346,74254, 1],0.7199628
346,74854,[0,0.28003722
346,74854, 1],0.7199628
346,75304,[0,0.28003722
346,75304, 1],0.7199628
346,75931,[0,0.28003722
346,75931, 1],0.7199628
346,75969,[0,0.28003722
346,75969, 1],0.7199628
346,76630,[0,0.28026167
346,76630, 1],0.7197383
346,76789,[0,0.28026167
346,76789, 1],0.7197383
346,77614,[0,0.26999995
346,77614, 1],0.73
346,80155,[0,0.90000004
346,80155, 1],0.10000002
346,81919,[0,0.72
346,81919, 1],0.28
346,81920,[0,0.61
346,81920, 1],0.39
346,81939,[0,0.90000004
346,81939, 1],0.1
346,81940,[0,0.61
346,81940, 1],0.39
346,81941,[0,0.90000004
346,81941, 1],0.1
346,81942,[0,0.89
346,81942, 1],0.11000001
346,81943,[0,0.61
346,81943, 1],0.39
346,81950,[0,0.55
346,81950, 1],0.45
346,82082,[0,0.49999997
346,82082, 1],0.5
346,82908,[0,0.39999998
346,82908, 1],0.6
346,84978,[0,0.45
346,84978, 1],0.54999995
346,88047,[0,0.4
346,88047, 1],0.59999996
346,88377,[0,0.49999994
346,88377, 1],0.50000006
346,91693,[0,0.53
346,91693, 1],0.47
346,96210,[0,0.050000004
346,96210, 1],0.95
346,96211,[0,0.02
346,96211, 1],0.97999996
346,96240,[0,0.009999982
346,96240, 1],0.99
346,96315,[0,0.039999932
346,96315, 1],0.96000004
346,96612,[0,0.029999983
346,96612, 1],0.97
346,96902,[0,0.039999984
346,96902, 1],0.96000004
346,97232,[0,0.050000038
346,97232, 1],0.95
346,97273,[0,1.00E-06
346,97273, 1],0.999999
347,4537,[1,0.48785675
347,4537, 0],0.51214325
347,10055,[1,0.44392836
347,10055, 0],0.55607164
347,12259,[1,0.46506417
347,12259, 0],0.53493583
347,13501,[1,0.46506417
347,13501, 0],0.53493583
347,15813,[1,0.46847802
347,15813, 0],0.5315219
347,15827,[1,0.47999996
347,15827, 0],0.52000004
347,16223,[1,0.47999996
347,16223, 0],0.52000004
347,16242,[1,0.53999996
347,16242, 0],0.46
347,17605,[1,0.53
347,17605, 0],0.47000003
347,17737,[1,0.53
347,17737, 0],0.47000003
347,20758,[1,0.5200001
347,20758, 0],0.47999996
347,21611,[1,0.5217105
347,21611, 0],0.47828954
347,23348,[1,0.51000005
347,23348, 0],0.48999998
347,23763,[1,0.52000004
347,23763, 0],0.48000002
347,28482,[1,0.53000003
347,28482, 0],0.46999997
347,29412,[1,0.5657443
347,29412, 0],0.43425572
347,29443,[1,0.5791535
347,29443, 0],0.4208465
347,29468,[1,0.55
347,29468, 0],0.45000002
347,30834,[1,0.54999995
347,30834, 0],0.45000008
347,31239,[1,0.53000003
347,31239, 0],0.46999997
347,32153,[1,0.56
347,32153, 0],0.44
347,32567,[1,0.55
347,32567, 0],0.44999996
347,33338,[1,0.57
347,33338, 0],0.43000007
347,36157,[1,0.57000023
347,36157, 0],0.42999977
347,36682,[1,0.57561624
347,36682, 0],0.4243838
347,37067,[1,0.58000004
347,37067, 0],0.42
347,37204,[1,0.6131414
347,37204, 0],0.3868586
347,41889,[1,0.61068004
