"id","user_id","question_id","trade_id","created_at","updated_at","old_marginal","new_marginal"
1442,5360,39,38929,"2014-06-21 20:34:39.886881","2014-10-21 22:25:21.592222","[0.03185549, 0.023885759, 0.030141965, 0.026174814, 0.8879423]","[0.042128414, 0.027956117, 0.035278928, 0.030634787, 0.86400163]"
1443,5360,39,38930,"2014-06-21 20:34:48.454015","2014-10-21 22:25:23.965846","[0.042128414, 0.027956117, 0.035278928, 0.030634787, 0.86400163]","[0.049356505, 0.030820059, 0.03889333, 0.033772863, 0.8471576]"
1444,176,39,38940,"2014-06-21 20:41:13.434043","2014-10-21 22:25:28.562457","[0.04935904, 0.030821763, 0.038893297, 0.033772837, 0.84715444]","[0.042006623, 0.02777339, 0.035046395, 0.030432835, 0.8647408]"
1445,176,39,38943,"2014-06-21 20:43:20.218413","2014-10-21 22:25:31.409947","[0.042006616, 0.027773388, 0.03504639, 0.030432831, 0.8647406]","[0.03399186, 0.024450425, 0.030852962, 0.026791971, 0.8839129]"
1446,5384,128,38983,"2014-06-21 21:06:11.110257","2014-10-21 22:25:43.435512","[0.7630348, 0.23696524]","[0.6663681, 0.33363187]"
1447,5384,124,38983,"2014-06-21 21:06:11.110257","2014-10-21 22:25:45.55091","[0.8444881, 0.15551198]","[0.7954747, 0.20452528]"
1448,176,39,38984,"2014-06-21 21:06:59.353935","2014-10-21 22:25:47.902376","[0.033991985, 0.024450516, 0.030853085, 0.02679207, 0.8839172]","[0.029729608, 0.022683263, 0.028622894, 0.02485575, 0.8941087]"
1449,5122,128,38985,"2014-06-21 21:07:48.648018","2014-10-21 22:25:50.238694","[0.6663681, 0.33363187]","[0.9092918, 0.09070809]"
1450,5122,124,38985,"2014-06-21 21:07:48.648018","2014-10-21 22:25:52.372406","[0.7954747, 0.20452528]","[0.9186454, 0.08135454]"
1451,5434,374,39062,"2014-06-21 22:19:53.749563","2014-10-21 22:26:13.501946","[0.43702084, 0.5629791]","[0.4541864, 0.5458137]"
1452,5437,40,39063,"2014-06-21 22:19:59.549779","2014-10-21 22:26:15.866208","[0.21190333, 0.6897464, 0.013384274, 0.050279744, 0.0346865]","[0.19657828, 0.70315874, 0.013644541, 0.051257905, 0.035360843]"
1453,4769,39,39067,"2014-06-21 22:26:12.750354","2014-10-21 22:26:18.997756","[0.029890578, 0.018807419, 0.025152002, 0.021842387, 0.9043078]","[0.021909405, 0.01699812, 0.022732183, 0.019741347, 0.91861886]"
1454,79,353,39168,"2014-06-22 00:57:16.058038","2014-10-21 22:26:46.753914","[0.17957364, 0.82042634]","[0.16757524, 0.8324248]"
1455,5747,54,39490,"2014-06-22 09:09:23.36184","2014-10-21 22:28:11.514691","[0.44938034, 0.3596512, 0.13517116, 0.03230678, 0.023491673]","[0.47771144, 0.3411445, 0.12821712, 0.030644063, 0.022282738]"
1456,5747,39,39490,"2014-06-22 09:09:23.36184","2014-10-21 22:28:13.642302","[0.021910071, 0.016998786, 0.022732306, 0.019741658, 0.91861844]","[0.03424361, 0.03448656, 0.026052505, 0.022624683, 0.88259256]"
1457,5747,41,39503,"2014-06-22 09:14:34.118092","2014-10-21 22:28:18.998139","[0.008943645, 0.20277198, 0.7500995, 0.03367012, 0.0045157624]","[0.008433945, 0.19121441, 0.76434195, 0.031751167, 0.0042583914]"
1458,5747,175,39522,"2014-06-22 09:23:17.600554","2014-10-21 22:28:26.418065","[0.6997776, 0.22209774, 0.024011755, 0.03009724, 0.024016917]","[0.68449426, 0.23340103, 0.025234737, 0.031629607, 0.025240159]"
1459,5747,118,39537,"2014-06-22 09:26:44.542197","2014-10-21 22:28:32.258518","[0.06617066, 0.054450564, 0.5435995, 0.1549746, 0.096283704, 0.08452097]","[0.06333566, 0.052117683, 0.5631534, 0.14833485, 0.09215857, 0.08089975]"
1460,5747,386,39541,"2014-06-22 09:29:37.714892","2014-10-21 22:28:35.38227","[0.89579386, 0.10420627]","[0.8842045, 0.11579569]"
1461,5747,410,39541,"2014-06-22 09:29:37.714892","2014-10-21 22:28:37.486868","[0.7275312, 0.27246886]","[0.71301246, 0.28698766]"
1462,176,39,39696,"2014-06-22 12:42:43.433833","2014-10-21 22:29:18.169677","[0.03335602, 0.034409963, 0.025968209, 0.022551283, 0.8837192]","[0.04438828, 0.037581645, 0.028361958, 0.024629604, 0.8650387]"
1463,176,128,39697,"2014-06-22 12:43:04.92196","2014-10-21 22:29:20.537889","[0.9092918, 0.09070809]","[0.89915055, 0.100849405]"
1464,176,175,39699,"2014-06-22 12:46:02.930183","2014-10-21 22:29:23.134141","[0.68446773, 0.23342216, 0.02523642, 0.031632405, 0.025241878]","[0.6971799, 0.22401911, 0.02421926, 0.030357748, 0.024224494]"
1465,176,42,39700,"2014-06-22 12:46:08.355362","2014-10-21 22:29:25.506121","[0.15616864, 0.013372825, 0.8003543, 0.01986469, 0.010240021]","[0.14952658, 0.009061744, 0.8120952, 0.019344736, 0.009971904]"
1466,176,54,39700,"2014-06-22 12:46:08.355362","2014-10-21 22:29:27.63796","[0.48363546, 0.2866008, 0.1297527, 0.048579212, 0.05143235]","[0.46041882, 0.29948717, 0.13558507, 0.050763972, 0.05374512]"
1467,176,39,39700,"2014-06-22 12:46:08.355362","2014-10-21 22:29:29.733329","[0.044387136, 0.037570704, 0.028353702, 0.024622435, 0.8650666]","[0.028150724, 0.02215251, 0.02433847, 0.021135708, 0.9042229]"
1468,6110,399,39918,"2014-06-22 15:54:26.417933","2014-10-21 22:30:28.786363","[0.1370892, 0.77241504, 0.09049576]","[0.12977591, 0.7886311, 0.08159307]"
1469,7,434,40035,"2014-06-22 18:04:14.03001","2014-10-21 22:31:02.130613","[0.92000026, 0.07999974]","[0.9409282, 0.05907178]"
1470,7,124,40035,"2014-06-22 18:04:14.03001","2014-10-21 22:31:04.241447","[0.9135034, 0.08649655]","[0.9392858, 0.060714144]"
1471,1610,132,40059,"2014-06-22 18:21:25.005718","2014-10-21 22:31:16.786231","[0.3649108, 0.6350892]","[0.38072267, 0.61927736]"
1472,1610,133,40061,"2014-06-22 18:22:18.678035","2014-10-21 22:31:19.410336","[0.12694028, 0.12158021, 0.53800356, 0.061577342, 0.1518986]","[0.13239428, 0.12737231, 0.52684176, 0.062744096, 0.15064761]"
1473,59,386,40072,"2014-06-22 18:36:03.190227","2014-10-21 22:31:24.265945","[0.8842392, 0.11576078]","[0.9025616, 0.097438425]"
1474,59,372,40072,"2014-06-22 18:36:03.190227","2014-10-21 22:31:26.386939","[0.8195819, 0.18041809]","[0.8337368, 0.16626318]"
1475,59,410,40072,"2014-06-22 18:36:03.190227","2014-10-21 22:31:28.514306","[0.7140943, 0.28590575]","[0.73699045, 0.26300955]"
1529,796,128,40875,"2014-06-23 15:05:21.205967","2014-10-21 22:36:43.297957","[0.9411025, 0.058897495]","[0.9295896, 0.07041034]"
1476,176,40,40126,"2014-06-22 19:47:40.754175","2014-10-21 22:31:44.030185","[0.19207214, 0.77188027, 0.004906253, 0.018431192, 0.01271492]","[0.22037327, 0.7414688, 0.005192791, 0.019507682, 0.013457529]"
1477,176,42,40126,"2014-06-22 19:47:40.754175","2014-10-21 22:31:46.153148","[0.08021832, 0.0043964316, 0.8996012, 0.01041817, 0.0053705834]","[0.08876315, 0.007934557, 0.8862357, 0.011261311, 0.0058053113]"
1478,6379,373,40316,"2014-06-22 23:35:46.43813","2014-10-21 22:32:35.513957","[0.7333808, 0.26661944]","[0.71890014, 0.2810999]"
1479,6379,374,40318,"2014-06-22 23:36:42.578056","2014-10-21 22:32:38.134292","[0.4990571, 0.5009428]","[0.48791537, 0.5120847]"
1480,2075,373,40338,"2014-06-23 00:04:47.282085","2014-10-21 22:32:45.334524","[0.7188906, 0.28110927]","[0.73327553, 0.26672447]"
1481,6417,372,40384,"2014-06-23 00:54:17.374128","2014-10-21 22:32:58.882391","[0.8324321, 0.16756812]","[0.81981623, 0.18018374]"
1482,6417,410,40384,"2014-06-23 00:54:17.374128","2014-10-21 22:33:00.997882","[0.73487985, 0.26512033]","[0.71447337, 0.28552663]"
1483,6417,374,40384,"2014-06-23 00:54:17.374128","2014-10-21 22:33:03.099684","[0.48885173, 0.51114845]","[0.37979835, 0.62020165]"
1484,5282,410,40386,"2014-06-23 00:55:49.674024","2014-10-21 22:33:05.714212","[0.71447325, 0.28552663]","[0.7248134, 0.27518642]"
1485,5282,374,40386,"2014-06-23 00:55:49.674024","2014-10-21 22:33:07.836787","[0.3797983, 0.6202016]","[0.43505728, 0.56494254]"
1486,6419,372,40387,"2014-06-23 00:59:06.738236","2014-10-21 22:33:10.194601","[0.82620865, 0.1737912]","[0.8153922, 0.18460777]"
1487,6419,410,40387,"2014-06-23 00:59:06.738236","2014-10-21 22:33:12.299613","[0.7248134, 0.27518642]","[0.70731723, 0.2926827]"
1488,6419,374,40387,"2014-06-23 00:59:06.738236","2014-10-21 22:33:14.43281","[0.43505728, 0.56494254]","[0.34155607, 0.65844387]"
1489,5282,372,40388,"2014-06-23 01:02:52.45841","2014-10-21 22:33:16.794274","[0.8153922, 0.18460777]","[0.82620883, 0.17379123]"
1490,5282,410,40388,"2014-06-23 01:02:52.45841","2014-10-21 22:33:18.902772","[0.70731723, 0.2926827]","[0.7248136, 0.27518648]"
1491,5282,374,40388,"2014-06-23 01:02:52.45841","2014-10-21 22:33:21.030363","[0.34155607, 0.65844387]","[0.43505746, 0.5649426]"
1492,6469,43,40451,"2014-06-23 05:50:24.870005","2014-10-21 22:33:38.766046","[0.37208274, 0.20357844, 0.020417703, 0.03672019, 0.36720514]","[0.35532463, 0.19442987, 0.019500066, 0.035069805, 0.39567557]"
1493,6487,341,40473,"2014-06-23 07:02:38.097997","2014-10-21 22:33:46.329982","[0.68930405, 0.31069595]","[0.615969, 0.38403094]"
1494,45,374,40517,"2014-06-23 08:25:02.462274","2014-10-21 22:34:00.170846","[0.4350575, 0.5649426]","[0.47762185, 0.52237827]"
1495,45,374,40518,"2014-06-23 08:25:25.61429","2014-10-21 22:34:02.526196","[0.47762185, 0.52237827]","[0.49890405, 0.501096]"
1496,6570,372,40598,"2014-06-23 09:56:52.914026","2014-10-21 22:34:24.49822","[0.83605766, 0.1639423]","[0.82329524, 0.17670467]"
1497,6570,410,40598,"2014-06-23 09:56:52.914026","2014-10-21 22:34:26.68973","[0.7407446, 0.25925544]","[0.7201009, 0.27989912]"
1498,6570,374,40598,"2014-06-23 09:56:52.914026","2014-10-21 22:34:28.805558","[0.5104623, 0.4895377]","[0.3996196, 0.6003804]"
1499,6574,132,40600,"2014-06-23 09:57:34.127086","2014-10-21 22:34:31.422213","[0.27224818, 0.72775185]","[0.28338492, 0.71661514]"
1500,5282,372,40606,"2014-06-23 10:00:09.534776","2014-10-21 22:34:35.038553","[0.82329524, 0.17670466]","[0.8334809, 0.1665191]"
1501,5282,410,40606,"2014-06-23 10:00:09.534776","2014-10-21 22:34:37.151837","[0.7201008, 0.27989906]","[0.73657656, 0.2634235]"
1502,5282,374,40606,"2014-06-23 10:00:09.534776","2014-10-21 22:34:39.267748","[0.39961958, 0.6003803]","[0.48808268, 0.5119174]"
1503,6577,54,40635,"2014-06-23 10:14:49.178186","2014-10-21 22:34:48.590214","[0.64098936, 0.19926625, 0.09021259, 0.033776414, 0.035759926]","[0.6629638, 0.18706694, 0.08469068, 0.03170827, 0.03357049]"
1504,6577,39,40635,"2014-06-23 10:14:49.178186","2014-10-21 22:34:50.721099","[0.033403534, 0.03307767, 0.042096406, 0.03655695, 0.8548701]","[0.05130086, 0.059683032, 0.046687894, 0.040543772, 0.8017845]"
1505,5282,42,40641,"2014-06-23 10:25:36.938066","2014-10-21 22:34:54.329758","[0.08932367, 0.006736048, 0.8909084, 0.0072435644, 0.0057885707]","[0.08226842, 0.004302628, 0.9011095, 0.0068475874, 0.0054720566]"
1506,5282,54,40641,"2014-06-23 10:25:36.938066","2014-10-21 22:34:56.447524","[0.6629638, 0.18706694, 0.084690675, 0.03170827, 0.033570495]","[0.64075357, 0.19939484, 0.090270646, 0.03379824, 0.035783]"
1507,5282,39,40641,"2014-06-23 10:25:36.938066","2014-10-21 22:34:58.560714","[0.05130087, 0.05968304, 0.0466879, 0.04054378, 0.80178463]","[0.031274796, 0.032719556, 0.04119167, 0.03577113, 0.85904306]"
1508,6594,42,40680,"2014-06-23 11:02:20.302067","2014-10-21 22:35:10.366322","[0.08253879, 0.0044853026, 0.9006452, 0.006854185, 0.005477327]","[0.090454504, 0.007226308, 0.8891901, 0.0072974255, 0.0058316216]"
1509,6594,54,40680,"2014-06-23 11:02:20.302067","2014-10-21 22:35:12.487988","[0.6408489, 0.19934219, 0.0902468, 0.03378933, 0.03577356]","[0.66669405, 0.1849963, 0.083753325, 0.031357266, 0.03319888]"
1510,6594,39,40680,"2014-06-23 11:02:20.302067","2014-10-21 22:35:14.605991","[0.03279359, 0.032697964, 0.04116469, 0.035747707, 0.8575968]","[0.05535277, 0.063863136, 0.046747, 0.040594924, 0.79344195]"
1511,5282,42,40689,"2014-06-23 11:12:32.02211","2014-10-21 22:35:18.942108","[0.090454556, 0.007226306, 0.88919026, 0.007297429, 0.0058316262]","[0.08158141, 0.004123521, 0.90205514, 0.006803378, 0.0054367175]"
1512,5282,54,40689,"2014-06-23 11:12:32.02211","2014-10-21 22:35:21.059905","[0.66669416, 0.18499638, 0.08375336, 0.031357277, 0.033198886]","[0.63850737, 0.20064147, 0.090834856, 0.034009606, 0.036006738]"
1513,5282,39,40689,"2014-06-23 11:12:32.02211","2014-10-21 22:35:23.167533","[0.05535277, 0.06386312, 0.046747033, 0.040594924, 0.79344237]","[0.029810868, 0.029840145, 0.040265266, 0.0349666, 0.8651172]"
1514,176,54,40690,"2014-06-23 11:39:44.166488","2014-10-21 22:35:25.52589","[0.63850737, 0.20064147, 0.090834856, 0.034009606, 0.036006738]","[0.6218807, 0.20987001, 0.09501201, 0.035574134, 0.037662998]"
1515,176,39,40690,"2014-06-23 11:39:44.166488","2014-10-21 22:35:27.634716","[0.029810868, 0.029840145, 0.040265266, 0.0349666, 0.8651172]","[0.014744465, 0.009771017, 0.03644186, 0.03164661, 0.90739584]"
1516,176,54,40691,"2014-06-23 11:40:02.238106","2014-10-21 22:35:30.054008","[0.6218807, 0.20987001, 0.09501201, 0.035574134, 0.037662998]","[0.6329651, 0.20371759, 0.09222722, 0.034531105, 0.036558814]"
1517,176,39,40691,"2014-06-23 11:40:02.238106","2014-10-21 22:35:32.183545","[0.014744465, 0.009771017, 0.03644186, 0.03164661, 0.90739584]","[0.024788767, 0.023150487, 0.0389908, 0.033859935, 0.8792098]"
1518,176,45,40694,"2014-06-23 11:40:54.030053","2014-10-21 22:35:35.061948","[0.31915677, 0.13527015, 0.39687914, 0.11623978, 0.032454483]","[0.3111346, 0.13187018, 0.41203985, 0.11331712, 0.03163835]"
1519,6593,45,40716,"2014-06-23 12:33:33.618277","2014-10-21 22:35:42.650588","[0.3111344, 0.1318701, 0.41203943, 0.11331702, 0.031638335]","[0.3295605, 0.13968092, 0.37721708, 0.120028675, 0.033512507]"
1520,6593,175,40717,"2014-06-23 12:33:36.88604","2014-10-21 22:35:45.01839","[0.70945764, 0.21493664, 0.023236763, 0.029126963, 0.023241742]","[0.6916144, 0.22813617, 0.024664413, 0.03091598, 0.024669696]"
1521,296,45,40720,"2014-06-23 12:34:04.434211","2014-10-21 22:35:47.880798","[0.3295608, 0.13968104, 0.3772174, 0.12002877, 0.033512533]","[0.3239024, 0.13728246, 0.3879105, 0.117967725, 0.032937005]"
1522,5282,175,40726,"2014-06-23 12:35:50.385913","2014-10-21 22:35:51.48631","[0.6916143, 0.22813615, 0.024664406, 0.030915972, 0.024669688]","[0.71423453, 0.21140419, 0.022854555, 0.02864807, 0.022859447]"
1523,5282,45,40727,"2014-06-23 12:36:38.390776","2014-10-21 22:35:53.834285","[0.32390264, 0.13728258, 0.3879108, 0.117967814, 0.032937028]","[0.30630323, 0.12982291, 0.42117077, 0.11155657, 0.031146735]"
1524,5282,40,40736,"2014-06-23 12:43:50.494178","2014-10-21 22:35:58.157958","[0.14639908, 0.85010886, 0.00047519128, 0.0017851575, 0.0012314826]","[0.12270847, 0.87407553, 0.00043767167, 0.0016442016, 0.001134246]"
1525,5282,42,40736,"2014-06-23 12:43:50.494178","2014-10-21 22:36:00.274217","[0.079856955, 0.0035142838, 0.9048182, 0.0067079957, 0.005102225]","[0.07201031, 0.0017271297, 0.9153777, 0.006182505, 0.0047024633]"
1526,5282,54,40739,"2014-06-23 12:44:46.321819","2014-10-21 22:36:03.142279","[0.62997615, 0.20537694, 0.09297831, 0.034812424, 0.036856618]","[0.6174442, 0.21233258, 0.09612666, 0.035991617, 0.038104955]"
1527,5282,39,40739,"2014-06-23 12:44:46.321819","2014-10-21 22:36:05.285922","[0.0073797423, 0.008634003, 0.014543517, 0.012629873, 0.95681345]","[0.0031764258, 0.0017227386, 0.012866028, 0.011173205, 0.97106165]"
1528,796,338,40840,"2014-06-23 14:44:21.374261","2014-10-21 22:36:32.470264","[0.45003504, 0.5499648]","[0.43675417, 0.5632458]"
1530,5282,128,40889,"2014-06-23 15:44:37.902043","2014-10-21 22:36:49.630278","[0.9295897, 0.070410326]","[0.9468588, 0.05314111]"
1531,5122,338,40897,"2014-06-23 16:02:40.462398","2014-10-21 22:36:54.311221","[0.4367543, 0.56324595]","[0.46743912, 0.5325609]"
1532,5282,373,40950,"2014-06-23 18:12:51.814094","2014-10-21 22:37:09.634245","[0.6799998, 0.31999993]","[0.69291204, 0.30708793]"
1533,45,386,40977,"2014-06-23 18:34:14.41714","2014-10-21 22:37:18.498291","[0.8603329, 0.13966705]","[0.89281654, 0.10718343]"
1534,45,372,40977,"2014-06-23 18:34:14.41714","2014-10-21 22:37:21.268242","[0.83809006, 0.16190994]","[0.85575277, 0.14424719]"
1535,45,410,40977,"2014-06-23 18:34:14.41714","2014-10-21 22:37:23.394212","[0.744032, 0.25596797]","[0.77260226, 0.22739772]"
1536,5282,372,41027,"2014-06-24 01:28:32.926409","2014-10-21 22:37:38.766384","[0.8563821, 0.14361785]","[0.8665084, 0.13349153]"
1537,1486,401,41133,"2014-06-24 13:01:41.354388","2014-10-21 22:38:11.809594","[0.6000003, 0.39999968]","[0.6159478, 0.38405213]"
1538,176,102,41142,"2014-06-24 13:10:37.222046","2014-10-21 22:38:16.166069","[0.62, 0.3800002]","[0.5727526, 0.42724743]"
1539,821,372,41156,"2014-06-24 13:43:48.919577","2014-10-21 22:38:25.974024","[0.8555942, 0.14440572]","[0.8662791, 0.13372082]"
1540,6625,372,41162,"2014-06-24 13:53:45.762426","2014-10-21 22:38:29.61067","[0.8662798, 0.13372086]","[0.7195341, 0.2804659]"
1541,6625,374,41162,"2014-06-24 13:53:45.762426","2014-10-21 22:38:31.756883","[0.6682366, 0.33176398]","[0.6142286, 0.3857714]"
1542,4769,372,41163,"2014-06-24 13:54:57.254518","2014-10-21 22:38:34.135101","[0.7195341, 0.2804659]","[0.85153115, 0.14846891]"
1543,4769,374,41163,"2014-06-24 13:54:57.254518","2014-10-21 22:38:36.240937","[0.6142286, 0.3857714]","[0.6628084, 0.3371917]"
1544,6625,410,41165,"2014-06-24 13:56:34.938692","2014-10-21 22:38:38.874053","[0.77000016, 0.23]","[0.7371424, 0.26285768]"
1545,6625,372,41165,"2014-06-24 13:56:34.938692","2014-10-21 22:38:40.984831","[0.85153127, 0.1484689]","[0.8306001, 0.16939992]"
1546,4769,410,41166,"2014-06-24 13:56:59.518783","2014-10-21 22:38:43.354481","[0.7371424, 0.26285768]","[0.76282096, 0.23717901]"
1547,4769,372,41166,"2014-06-24 13:56:59.518783","2014-10-21 22:38:45.480142","[0.8306001, 0.16939992]","[0.8469579, 0.1530421]"
1548,43,119,41204,"2014-06-24 15:58:52.682315","2014-10-21 22:38:57.114653","[0.104065835, 0.078470014, 0.07478741, 0.23121013, 0.44357392, 0.06789268]","[0.10379788, 0.0782679, 0.080539495, 0.23775195, 0.4319249, 0.06771787]"
1549,296,341,41260,"2014-06-24 17:59:28.674049","2014-10-21 22:39:13.150161","[0.6500566, 0.34994316]","[0.67927974, 0.32072017]"
1550,2359,71,42001,"2014-06-24 23:22:59.12232","2014-10-21 22:42:20.182603","[0.035545237, 0.34360072, 0.14993824, 0.062151097, 0.4087647]","[0.035616808, 0.33384836, 0.14579068, 0.06091157, 0.42383257]"
1551,2359,128,42021,"2014-06-24 23:24:06.066367","2014-10-21 22:42:27.262078","[0.95247525, 0.047524787]","[0.9397917, 0.06020835]"
1552,6624,410,42383,"2014-06-25 09:31:15.946601","2014-10-21 22:44:00.358899","[0.74558216, 0.25441778]","[0.7581962, 0.24180382]"
1553,6624,545,42574,"2014-06-25 22:06:48.518713","2014-10-21 22:44:52.331556","[0.025995774, 0.09081111, 0.14117536, 0.40450388, 0.09461807, 0.23162733, 0.011269799]","[0.02731775, 0.090222284, 0.13642852, 0.39539587, 0.092928976, 0.24525659, 0.012450597]"
1554,6624,544,42575,"2014-06-25 22:07:01.146051","2014-10-21 22:44:54.726148","[0.037648268, 0.20522147, 0.4721252, 0.12841527, 0.09161942, 0.04101787, 0.023953076]","[0.037717365, 0.19937637, 0.48642462, 0.12348856, 0.08867531, 0.04041636, 0.023901837]"
1555,59,44,42603,"2014-06-26 08:30:10.606611","2014-10-21 22:45:03.798061","[0.18012267, 0.6282978, 0.11866921, 0.058208313, 0.014704891]","[0.1616741, 0.6663644, 0.10651571, 0.052246884, 0.013198967]"
1556,821,372,42632,"2014-06-26 11:22:51.36759","2014-10-21 22:45:15.45428","[0.83809733, 0.16190279]","[0.85689586, 0.14310417]"
1557,4769,372,42635,"2014-06-26 11:28:43.543579","2014-10-21 22:45:23.205855","[0.8536282, 0.1463718]","[0.8417707, 0.15822941]"
1558,821,372,42647,"2014-06-26 11:54:28.726188","2014-10-21 22:45:29.089946","[0.8363572, 0.1636426]","[0.8239842, 0.17601578]"
1559,821,103,42674,"2014-06-26 12:19:55.291205","2014-10-21 22:45:40.090247","[0.35360974, 0.64639014]","[0.33586273, 0.6641373]"
1560,5282,410,42678,"2014-06-26 12:21:59.809962","2014-10-21 22:45:43.190026","[0.72999966, 0.26999998]","[0.74039495, 0.25960496]"
1561,6657,312,42679,"2014-06-26 12:22:19.162308","2014-10-21 22:45:45.614392","[0.03965327, 0.38703847, 0.32558936, 0.08322838, 0.16449055]","[0.038629226, 0.4028683, 0.317181, 0.081079006, 0.16024254]"
1562,176,372,42688,"2014-06-26 12:34:07.014014","2014-10-21 22:45:50.026106","[0.8356377, 0.16436224]","[0.86909467, 0.1309054]"
1563,176,374,42688,"2014-06-26 12:34:07.014014","2014-10-21 22:45:52.352327","[0.65289176, 0.3471081]","[0.6651161, 0.334884]"
1564,176,128,42700,"2014-06-26 12:42:54.598424","2014-10-21 22:45:57.466263","[0.9569702, 0.04302983]","[0.9690509, 0.030949093]"
1565,85,372,42736,"2014-06-26 13:25:13.985995","2014-10-21 22:46:08.670223","[0.8690947, 0.13090542]","[0.8497616, 0.15023836]"
1566,85,124,42743,"2014-06-26 13:44:06.34491","2014-10-21 22:46:12.57403","[0.9631472, 0.036852855]","[0.9527734, 0.047226705]"
1567,176,43,42776,"2014-06-26 14:33:30.01451","2014-10-21 22:46:22.777886","[0.29591304, 0.1609281, 0.01617313, 0.029082015, 0.49790376]","[0.28600132, 0.15553784, 0.015631482, 0.028107814, 0.5147216]"
1568,176,43,42777,"2014-06-26 14:34:06.68237","2014-10-21 22:46:25.130148","[0.28600132, 0.15553784, 0.015631482, 0.028107814, 0.5147216]","[0.27389905, 0.14895734, 0.014970069, 0.026918488, 0.53525496]"
1569,176,44,42778,"2014-06-26 14:34:30.670281","2014-10-21 22:46:27.525995","[0.092171416, 0.75009984, 0.09390957, 0.04606337, 0.017755711]","[0.072816774, 0.8025727, 0.07419132, 0.036391366, 0.014027724]"
1570,6660,102,42799,"2014-06-26 17:03:24.386175","2014-10-21 22:46:34.877657","[0.53, 0.47000006]","[0.55643713, 0.4435628]"
1571,6660,102,42800,"2014-06-26 17:07:17.742383","2014-10-21 22:46:37.258075","[0.55643713, 0.4435628]","[0.5749786, 0.42502144]"
1572,45,410,43163,"2014-06-28 13:59:25.566403","2014-10-21 22:48:11.642255","[0.7564359, 0.24356392]","[0.7389413, 0.26105863]"
1573,45,372,43163,"2014-06-28 13:59:25.566403","2014-10-21 22:48:13.768196","[0.84102035, 0.15897945]","[0.82974637, 0.1702536]"
1574,45,410,43164,"2014-06-28 14:04:56.510184","2014-10-21 22:48:16.121772","[0.7389413, 0.26105863]","[0.72436273, 0.27563742]"
1575,45,410,43194,"2014-06-28 15:24:28.314209","2014-10-21 22:48:29.953985","[0.72436273, 0.2756374]","[0.6952051, 0.30479482]"
1576,45,372,43194,"2014-06-28 15:24:28.314209","2014-10-21 22:48:32.078414","[0.8203515, 0.17964864]","[0.80156124, 0.19843866]"
1577,6624,410,43196,"2014-06-28 15:41:40.146294","2014-10-21 22:48:34.686096","[0.6952051, 0.30479482]","[0.7680988, 0.23190124]"
1578,6624,372,43196,"2014-06-28 15:41:40.146294","2014-10-21 22:48:36.807141","[0.80156124, 0.19843866]","[0.8485365, 0.15146363]"
1579,6624,374,43196,"2014-06-28 15:41:40.146294","2014-10-21 22:48:38.918408","[0.6404411, 0.35955876]","[0.6576045, 0.34239548]"
1580,5282,410,43199,"2014-06-28 15:42:40.738309","2014-10-21 22:48:41.770221","[0.76809883, 0.23190129]","[0.7097838, 0.29021618]"
1581,5282,372,43199,"2014-06-28 15:42:40.738309","2014-10-21 22:48:43.883834","[0.8485365, 0.15146364]","[0.81095624, 0.18904369]"
1582,5282,374,43199,"2014-06-28 15:42:40.738309","2014-10-21 22:48:46.017236","[0.6576046, 0.34239548]","[0.6438739, 0.35612613]"
1583,45,372,43235,"2014-06-28 16:08:40.459573","2014-10-21 22:48:59.144987","[0.8096098, 0.19039024]","[0.8269461, 0.17305392]"
1584,45,410,43238,"2014-06-28 16:12:04.782504","2014-10-21 22:49:04.114182","[0.73424304, 0.26575696]","[0.74590135, 0.25409865]"
1585,45,410,43256,"2014-06-28 16:47:44.950265","2014-10-21 22:49:15.746082","[0.781487, 0.21851297]","[0.7916287, 0.20837148]"
1586,45,410,43257,"2014-06-28 16:56:23.818249","2014-10-21 22:49:18.099032","[0.7916287, 0.20837148]","[0.7814852, 0.21851477]"
1587,4769,410,43259,"2014-06-28 17:13:44.530346","2014-10-21 22:49:20.718304","[0.7814852, 0.21851479]","[0.76880604, 0.23119396]"
1588,45,410,43266,"2014-06-28 17:42:58.126432","2014-10-21 22:49:24.878087","[0.76627016, 0.23372976]","[0.7789494, 0.2210507]"
1589,2299,410,43268,"2014-06-28 17:49:41.202478","2014-10-21 22:49:27.526083","[0.7738776, 0.22612226]","[0.7611985, 0.23880145]"
1590,6624,410,43288,"2014-06-28 22:50:33.998252","2014-10-21 22:49:34.622001","[0.7658694, 0.23413065]","[0.81666505, 0.18333496]"
1591,6624,372,43288,"2014-06-28 22:50:33.998252","2014-10-21 22:49:36.7202","[0.85676455, 0.14323546]","[0.8874713, 0.11252875]"
1592,6624,374,43288,"2014-06-28 22:50:33.998252","2014-10-21 22:49:38.871922","[0.6570796, 0.34292042]","[0.6690397, 0.33096024]"
1593,4769,410,43289,"2014-06-28 22:51:26.435897","2014-10-21 22:49:41.266232","[0.81666505, 0.18333496]","[0.7532082, 0.2467917]"
1594,4769,372,43289,"2014-06-28 22:51:26.435897","2014-10-21 22:49:43.390518","[0.8874713, 0.11252875]","[0.8491107, 0.15088928]"
1595,4769,374,43289,"2014-06-28 22:51:26.435897","2014-10-21 22:49:45.526597","[0.6690397, 0.33096024]","[0.6540984, 0.3459016]"
