"id","question_id","category_id","created_at","updated_at"
4825,367,1,"2014-07-02 12:06:15.938793","2014-07-02 12:06:15.938793"
7961,923,4,"2014-12-01 09:32:01.083001","2014-12-01 09:32:01.083001"
7962,923,19,"2014-12-01 09:32:01.083001","2014-12-01 09:32:01.083001"
4442,72,13,"2014-07-02 12:04:21.745366","2014-07-02 12:04:21.745366"
4841,383,8,"2014-07-02 12:06:21.671213","2014-07-02 12:06:21.671213"
7963,922,4,"2014-12-01 09:44:58.946893","2014-12-01 09:44:58.946893"
4842,383,11,"2014-07-02 12:06:21.671213","2014-07-02 12:06:21.671213"
4843,383,14,"2014-07-02 12:06:21.671213","2014-07-02 12:06:21.671213"
4848,388,7,"2014-07-02 12:06:23.527808","2014-07-02 12:06:23.527808"
7964,922,19,"2014-12-01 09:44:58.946893","2014-12-01 09:44:58.946893"
7965,853,4,"2014-12-01 09:47:51.845673","2014-12-01 09:47:51.845673"
6041,694,5,"2014-08-28 22:44:40.588916","2014-08-28 22:44:40.588916"
4860,397,18,"2014-07-02 12:06:26.740435","2014-07-02 12:06:26.740435"
7966,853,19,"2014-12-01 09:47:51.845673","2014-12-01 09:47:51.845673"
6044,869,13,"2014-08-29 14:46:00.205182","2014-08-29 14:46:00.205182"
6045,869,4,"2014-08-29 14:46:00.205182","2014-08-29 14:46:00.205182"
6046,869,5,"2014-08-29 14:46:00.205182","2014-08-29 14:46:00.205182"
4879,412,7,"2014-07-02 12:06:32.189087","2014-07-02 12:06:32.189087"
4449,77,12,"2014-07-02 12:04:24.227694","2014-07-02 12:04:24.227694"
8953,1162,10,"2015-01-16 18:00:40.546019","2015-01-16 18:00:40.546019"
8954,1162,1,"2015-01-16 18:00:40.546019","2015-01-16 18:00:40.546019"
4450,77,14,"2014-07-02 12:04:24.227694","2014-07-02 12:04:24.227694"
8961,1049,7,"2015-01-17 15:23:11.92716","2015-01-17 15:23:11.92716"
4912,439,8,"2014-07-02 12:06:45.572203","2014-07-02 12:06:45.572203"
8962,1049,8,"2015-01-17 15:23:11.92716","2015-01-17 15:23:11.92716"
8963,1165,4,"2015-01-19 12:55:12.481544","2015-01-19 12:55:12.481544"
4916,443,12,"2014-07-02 12:06:49.026884","2014-07-02 12:06:49.026884"
8964,1165,5,"2015-01-19 12:55:12.481544","2015-01-19 12:55:12.481544"
4926,449,10,"2014-07-02 12:06:51.916309","2014-07-02 12:06:51.916309"
4936,458,7,"2014-07-02 12:06:55.703159","2014-07-02 12:06:55.703159"
4528,122,6,"2014-07-02 12:04:44.149576","2014-07-02 12:04:44.149576"
4529,122,1,"2014-07-02 12:04:44.149576","2014-07-02 12:04:44.149576"
4550,142,10,"2014-07-02 12:04:52.048254","2014-07-02 12:04:52.048254"
4569,157,11,"2014-07-02 12:04:57.335988","2014-07-02 12:04:57.335988"
4570,157,13,"2014-07-02 12:04:57.335988","2014-07-02 12:04:57.335988"
4955,475,7,"2014-07-02 12:07:05.194575","2014-07-02 12:07:05.194575"
4959,479,7,"2014-07-02 12:07:08.716238","2014-07-02 12:07:08.716238"
4964,484,14,"2014-07-02 12:07:12.794247","2014-07-02 12:07:12.794247"
4966,486,7,"2014-07-02 12:07:14.846123","2014-07-02 12:07:14.846123"
10324,49,5,"2015-03-15 14:12:42.673331","2015-03-15 14:12:42.673331"
9311,1040,13,"2015-02-06 17:15:02.003153","2015-02-06 17:15:02.003153"
4312,12,5,"2014-07-02 12:03:56.007851","2014-07-02 12:03:56.007851"
4313,12,8,"2014-07-02 12:03:56.007851","2014-07-02 12:03:56.007851"
4314,12,13,"2014-07-02 12:03:56.007851","2014-07-02 12:03:56.007851"
8615,1110,7,"2014-12-18 12:19:11.837753","2014-12-18 12:19:11.837753"
4971,491,7,"2014-07-02 12:07:20.288775","2014-07-02 12:07:20.288775"
6047,869,8,"2014-08-29 14:46:00.205182","2014-08-29 14:46:00.205182"
8616,1110,8,"2014-12-18 12:19:11.837753","2014-12-18 12:19:11.837753"
10325,49,8,"2015-03-15 14:12:42.673331","2015-03-15 14:12:42.673331"
10326,49,13,"2015-03-15 14:12:42.673331","2015-03-15 14:12:42.673331"
4784,330,10,"2014-07-02 12:06:04.685999","2014-07-02 12:06:04.685999"
4785,330,8,"2014-07-02 12:06:04.685999","2014-07-02 12:06:04.685999"
6048,869,2,"2014-08-29 14:46:00.205182","2014-08-29 14:46:00.205182"
10327,31,9,"2015-03-15 14:16:18.517627","2015-03-15 14:16:18.517627"
4321,16,5,"2014-07-02 12:03:58.921259","2014-07-02 12:03:58.921259"
4322,16,8,"2014-07-02 12:03:58.921259","2014-07-02 12:03:58.921259"
4994,512,7,"2014-07-02 12:07:41.835242","2014-07-02 12:07:41.835242"
4789,339,13,"2014-07-02 12:06:05.951319","2014-07-02 12:06:05.951319"
4995,513,7,"2014-07-02 12:07:43.419919","2014-07-02 12:07:43.419919"
10328,31,4,"2015-03-15 14:16:18.517627","2015-03-15 14:16:18.517627"
6861,999,8,"2014-10-08 18:06:46.306905","2014-10-08 18:06:46.306905"
6862,999,9,"2014-10-08 18:06:46.306905","2014-10-08 18:06:46.306905"
8621,1112,10,"2014-12-19 11:43:10.352512","2014-12-19 11:43:10.352512"
4999,517,7,"2014-07-02 12:07:49.21059","2014-07-02 12:07:49.21059"
5311,700,13,"2014-07-02 12:09:38.173575","2014-07-02 12:09:38.173575"
5001,519,7,"2014-07-02 12:07:52.361942","2014-07-02 12:07:52.361942"
4353,40,5,"2014-07-02 12:04:08.772286","2014-07-02 12:04:08.772286"
4354,40,13,"2014-07-02 12:04:08.772286","2014-07-02 12:04:08.772286"
4355,40,8,"2014-07-02 12:04:08.772286","2014-07-02 12:04:08.772286"
10331,531,18,"2015-03-15 14:25:06.41095","2015-03-15 14:25:06.41095"
9312,1040,5,"2015-02-06 17:15:02.003153","2015-02-06 17:15:02.003153"
5006,524,7,"2014-07-02 12:08:00.849839","2014-07-02 12:08:00.849839"
9313,1040,19,"2015-02-06 17:15:02.003153","2015-02-06 17:15:02.003153"
5020,536,5,"2014-07-02 12:08:10.013773","2014-07-02 12:08:10.013773"
9829,293,15,"2015-02-12 11:49:53.274916","2015-02-12 11:49:53.274916"
9831,298,15,"2015-02-12 11:50:30.113709","2015-02-12 11:50:30.113709"
5021,537,5,"2014-07-02 12:08:10.778241","2014-07-02 12:08:10.778241"
10332,531,8,"2015-03-15 14:25:06.41095","2015-03-15 14:25:06.41095"
5023,539,5,"2014-07-02 12:08:12.455196","2014-07-02 12:08:12.455196"
10333,531,5,"2015-03-15 14:25:06.41095","2015-03-15 14:25:06.41095"
5026,543,7,"2014-07-02 12:08:15.867268","2014-07-02 12:08:15.867268"
10337,141,14,"2015-03-15 14:37:46.393439","2015-03-15 14:37:46.393439"
10357,547,13,"2015-03-15 16:19:41.862448","2015-03-15 16:19:41.862448"
10358,547,8,"2015-03-15 16:19:41.862448","2015-03-15 16:19:41.862448"
10368,825,10,"2015-03-15 16:29:16.812435","2015-03-15 16:29:16.812435"
10369,825,3,"2015-03-15 16:29:16.812435","2015-03-15 16:29:16.812435"
5312,700,8,"2014-07-02 12:09:38.173575","2014-07-02 12:09:38.173575"
5319,591,7,"2014-07-02 12:23:59.587423","2014-07-02 12:23:59.587423"
10389,1261,2,"2015-03-18 12:17:35.536436","2015-03-18 12:17:35.536436"
5059,572,7,"2014-07-02 12:08:26.043952","2014-07-02 12:08:26.043952"
5327,643,12,"2014-07-02 23:51:41.470072","2014-07-02 23:51:41.470072"
5329,696,8,"2014-07-03 00:27:23.556681","2014-07-03 00:27:23.556681"
5062,575,7,"2014-07-02 12:08:28.302821","2014-07-02 12:08:28.302821"
9316,1044,7,"2015-02-06 17:16:22.639826","2015-02-06 17:16:22.639826"
9317,1044,19,"2015-02-06 17:16:22.639826","2015-02-06 17:16:22.639826"
9835,296,15,"2015-02-12 11:51:56.802093","2015-02-12 11:51:56.802093"
4815,363,8,"2014-07-02 12:06:13.217872","2014-07-02 12:06:13.217872"
4826,368,1,"2014-07-02 12:06:16.226613","2014-07-02 12:06:16.226613"
9839,292,15,"2015-02-12 11:53:20.6452","2015-02-12 11:53:20.6452"
4831,373,1,"2014-07-02 12:06:18.106462","2014-07-02 12:06:18.106462"
5075,585,13,"2014-07-02 12:08:32.835936","2014-07-02 12:08:32.835936"
9844,1214,7,"2015-02-12 12:10:13.698157","2015-02-12 12:10:13.698157"
6071,873,13,"2014-08-29 14:58:42.213482","2014-08-29 14:58:42.213482"
5076,585,5,"2014-07-02 12:08:32.835936","2014-07-02 12:08:32.835936"
6072,873,4,"2014-08-29 14:58:42.213482","2014-08-29 14:58:42.213482"
5084,594,7,"2014-07-02 12:08:37.257957","2014-07-02 12:08:37.257957"
5096,606,7,"2014-07-02 12:08:46.526434","2014-07-02 12:08:46.526434"
5104,611,7,"2014-07-02 12:08:48.756136","2014-07-02 12:08:48.756136"
9320,943,7,"2015-02-06 17:18:06.170542","2015-02-06 17:18:06.170542"
9321,943,19,"2015-02-06 17:18:06.170542","2015-02-06 17:18:06.170542"
5114,621,18,"2014-07-02 12:08:52.109054","2014-07-02 12:08:52.109054"
4849,389,7,"2014-07-02 12:06:24.272694","2014-07-02 12:06:24.272694"
5609,812,13,"2014-07-29 15:25:20.275509","2014-07-29 15:25:20.275509"
5610,812,8,"2014-07-29 15:25:20.275509","2014-07-29 15:25:20.275509"
9322,958,7,"2015-02-06 17:18:47.01845","2015-02-06 17:18:47.01845"
5120,627,7,"2014-07-02 12:08:55.05518","2014-07-02 12:08:55.05518"
9323,958,19,"2015-02-06 17:18:47.01845","2015-02-06 17:18:47.01845"
9329,959,7,"2015-02-06 17:21:10.667689","2015-02-06 17:21:10.667689"
4854,394,7,"2014-07-02 12:06:25.438319","2014-07-02 12:06:25.438319"
9330,959,19,"2015-02-06 17:21:10.667689","2015-02-06 17:21:10.667689"
4855,394,1,"2014-07-02 12:06:25.438319","2014-07-02 12:06:25.438319"
9333,216,7,"2015-02-06 17:22:17.227145","2015-02-06 17:22:17.227145"
5617,814,7,"2014-07-30 10:21:00.193888","2014-07-30 10:21:00.193888"
9334,216,19,"2015-02-06 17:22:17.227145","2015-02-06 17:22:17.227145"
5144,642,12,"2014-07-02 12:08:59.705471","2014-07-02 12:08:59.705471"
9337,452,10,"2015-02-06 17:23:34.38538","2015-02-06 17:23:34.38538"
9338,452,1,"2015-02-06 17:23:34.38538","2015-02-06 17:23:34.38538"
5149,648,5,"2014-07-02 12:09:01.784598","2014-07-02 12:09:01.784598"
5150,648,8,"2014-07-02 12:09:01.784598","2014-07-02 12:09:01.784598"
4881,414,8,"2014-07-02 12:06:32.635579","2014-07-02 12:06:32.635579"
9339,452,19,"2015-02-06 17:23:34.38538","2015-02-06 17:23:34.38538"
4906,434,2,"2014-07-02 12:06:39.858348","2014-07-02 12:06:39.858348"
4933,455,1,"2014-07-02 12:06:53.655085","2014-07-02 12:06:53.655085"
4935,457,7,"2014-07-02 12:06:54.420903","2014-07-02 12:06:54.420903"
11320,1359,13,"2015-05-22 11:40:49.146635","2015-05-22 11:40:49.146635"
9343,927,7,"2015-02-06 17:26:03.123551","2015-02-06 17:26:03.123551"
11321,1359,4,"2015-05-22 11:40:49.146635","2015-05-22 11:40:49.146635"
11322,1359,5,"2015-05-22 11:40:49.146635","2015-05-22 11:40:49.146635"
11323,1359,11,"2015-05-22 11:40:49.146635","2015-05-22 11:40:49.146635"
11332,1362,13,"2015-05-22 11:41:41.781948","2015-05-22 11:41:41.781948"
11333,1362,4,"2015-05-22 11:41:41.781948","2015-05-22 11:41:41.781948"
11334,1362,5,"2015-05-22 11:41:41.781948","2015-05-22 11:41:41.781948"
4956,476,7,"2014-07-02 12:07:05.985371","2014-07-02 12:07:05.985371"
11335,1362,11,"2015-05-22 11:41:41.781948","2015-05-22 11:41:41.781948"
4962,482,7,"2014-07-02 12:07:11.521011","2014-07-02 12:07:11.521011"
5170,655,13,"2014-07-02 12:09:05.202501","2014-07-02 12:09:05.202501"
6946,990,7,"2014-10-09 10:56:38.258653","2014-10-09 10:56:38.258653"
6947,980,7,"2014-10-09 10:56:40.211435","2014-10-09 10:56:40.211435"
6948,950,7,"2014-10-09 10:56:47.946456","2014-10-09 10:56:47.946456"
6949,970,7,"2014-10-09 10:56:53.254667","2014-10-09 10:56:53.254667"
6950,976,7,"2014-10-09 10:56:58.903996","2014-10-09 10:56:58.903996"
6953,985,7,"2014-10-09 10:57:15.346251","2014-10-09 10:57:15.346251"
6954,955,7,"2014-10-09 10:57:20.447834","2014-10-09 10:57:20.447834"
6955,945,7,"2014-10-09 10:57:27.000542","2014-10-09 10:57:27.000542"
7125,808,8,"2014-10-21 10:33:30.430134","2014-10-21 10:33:30.430134"
7129,800,8,"2014-10-21 10:37:33.679436","2014-10-21 10:37:33.679436"
7286,366,8,"2014-11-05 22:15:04.977156","2014-11-05 22:15:04.977156"
7287,366,11,"2014-11-05 22:15:04.977156","2014-11-05 22:15:04.977156"
7288,366,14,"2014-11-05 22:15:04.977156","2014-11-05 22:15:04.977156"
4801,351,7,"2014-07-02 12:06:09.715695","2014-07-02 12:06:09.715695"
4972,492,7,"2014-07-02 12:07:21.241749","2014-07-02 12:07:21.241749"
4977,497,7,"2014-07-02 12:07:26.346272","2014-07-02 12:07:26.346272"
4981,501,7,"2014-07-02 12:07:31.519636","2014-07-02 12:07:31.519636"
4807,356,13,"2014-07-02 12:06:11.450057","2014-07-02 12:06:11.450057"
4808,356,4,"2014-07-02 12:06:11.450057","2014-07-02 12:06:11.450057"
4983,503,7,"2014-07-02 12:07:34.227531","2014-07-02 12:07:34.227531"
9344,927,19,"2015-02-06 17:26:03.123551","2015-02-06 17:26:03.123551"
6605,938,10,"2014-10-06 11:01:21.955232","2014-10-06 11:01:21.955232"
6606,938,8,"2014-10-06 11:01:21.955232","2014-10-06 11:01:21.955232"
4988,508,2,"2014-07-02 12:07:39.20265","2014-07-02 12:07:39.20265"
5000,518,7,"2014-07-02 12:07:50.664654","2014-07-02 12:07:50.664654"
5237,699,13,"2014-07-02 12:09:21.958751","2014-07-02 12:09:21.958751"
9352,454,1,"2015-02-06 17:28:15.10395","2015-02-06 17:28:15.10395"
9353,454,19,"2015-02-06 17:28:15.10395","2015-02-06 17:28:15.10395"
5007,525,7,"2014-07-02 12:08:02.366753","2014-07-02 12:08:02.366753"
10329,25,9,"2015-03-15 14:22:28.192224","2015-03-15 14:22:28.192224"
5009,527,7,"2014-07-02 12:08:05.493051","2014-07-02 12:08:05.493051"
10330,25,4,"2015-03-15 14:22:28.192224","2015-03-15 14:22:28.192224"
8719,50,5,"2014-12-24 07:46:21.661191","2014-12-24 07:46:21.661191"
8720,50,8,"2014-12-24 07:46:21.661191","2014-12-24 07:46:21.661191"
5028,545,7,"2014-07-02 12:08:17.578132","2014-07-02 12:08:17.578132"
5032,548,7,"2014-07-02 12:08:18.846542","2014-07-02 12:08:18.846542"
5033,548,3,"2014-07-02 12:08:18.846542","2014-07-02 12:08:18.846542"
8721,50,13,"2014-12-24 07:46:21.661191","2014-12-24 07:46:21.661191"
10340,147,3,"2015-03-15 14:55:39.314365","2015-03-15 14:55:39.314365"
5238,699,8,"2014-07-02 12:09:21.958751","2014-07-02 12:09:21.958751"
8724,6,1,"2014-12-24 12:43:13.053477","2014-12-24 12:43:13.053477"
5034,548,8,"2014-07-02 12:08:18.846542","2014-07-02 12:08:18.846542"
8725,6,7,"2014-12-24 12:43:13.053477","2014-12-24 12:43:13.053477"
6887,1005,13,"2014-10-09 10:08:57.055531","2014-10-09 10:08:57.055531"
8726,361,10,"2014-12-24 12:45:10.273214","2014-12-24 12:45:10.273214"
6888,1005,4,"2014-10-09 10:08:57.055531","2014-10-09 10:08:57.055531"
10341,135,12,"2015-03-15 15:11:50.398855","2015-03-15 15:11:50.398855"
8727,361,20,"2014-12-24 12:45:10.273214","2014-12-24 12:45:10.273214"
4315,13,10,"2014-07-02 12:03:56.842573","2014-07-02 12:03:56.842573"
10342,701,2,"2015-03-15 15:18:36.018278","2015-03-15 15:18:36.018278"
4847,387,12,"2014-07-02 12:06:23.297664","2014-07-02 12:06:23.297664"
10343,731,8,"2015-03-15 15:25:12.842734","2015-03-15 15:25:12.842734"
5080,590,7,"2014-07-02 12:08:34.308633","2014-07-02 12:08:34.308633"
5083,593,7,"2014-07-02 12:08:36.463535","2014-07-02 12:08:36.463535"
5088,598,7,"2014-07-02 12:08:40.605535","2014-07-02 12:08:40.605535"
5091,601,7,"2014-07-02 12:08:42.819529","2014-07-02 12:08:42.819529"
4857,396,13,"2014-07-02 12:06:26.010412","2014-07-02 12:06:26.010412"
4316,13,8,"2014-07-02 12:03:56.842573","2014-07-02 12:03:56.842573"
4323,17,5,"2014-07-02 12:03:59.670987","2014-07-02 12:03:59.670987"
5094,604,7,"2014-07-02 12:08:44.706806","2014-07-02 12:08:44.706806"
6889,1005,8,"2014-10-09 10:08:57.055531","2014-10-09 10:08:57.055531"
10344,731,14,"2015-03-15 15:25:12.842734","2015-03-15 15:25:12.842734"
10345,159,8,"2015-03-15 15:27:54.274924","2015-03-15 15:27:54.274924"
10346,159,14,"2015-03-15 15:27:54.274924","2015-03-15 15:27:54.274924"
7337,195,8,"2014-11-06 07:36:16.85874","2014-11-06 07:36:16.85874"
3703,676,7,"2014-06-05 12:41:51.79432","2014-06-05 12:41:51.79432"
7338,195,19,"2014-11-06 07:36:16.85874","2014-11-06 07:36:16.85874"
3704,676,3,"2014-06-05 12:41:51.79432","2014-06-05 12:41:51.79432"
4858,396,5,"2014-07-02 12:06:26.010412","2014-07-02 12:06:26.010412"
4859,396,11,"2014-07-02 12:06:26.010412","2014-07-02 12:06:26.010412"
7339,197,8,"2014-11-06 08:01:22.170556","2014-11-06 08:01:22.170556"
5112,619,5,"2014-07-02 12:08:51.628173","2014-07-02 12:08:51.628173"
9383,774,2,"2015-02-06 17:35:28.048389","2015-02-06 17:35:28.048389"
7340,197,19,"2014-11-06 08:01:22.170556","2014-11-06 08:01:22.170556"
4324,17,13,"2014-07-02 12:03:59.670987","2014-07-02 12:03:59.670987"
7353,224,19,"2014-11-06 08:02:59.705722","2014-11-06 08:02:59.705722"
4872,406,2,"2014-07-02 12:06:29.581504","2014-07-02 12:06:29.581504"
10347,159,13,"2015-03-15 15:27:54.274924","2015-03-15 15:27:54.274924"
6952,965,7,"2014-10-09 10:57:15.223133","2014-10-09 10:57:15.223133"
4329,22,1,"2014-07-02 12:04:01.404019","2014-07-02 12:04:01.404019"
6956,960,7,"2014-10-09 10:57:37.358893","2014-10-09 10:57:37.358893"
10348,795,8,"2015-03-15 15:40:12.824703","2015-03-15 15:40:12.824703"
8767,1122,7,"2014-12-31 11:28:51.123049","2014-12-31 11:28:51.123049"
5125,630,13,"2014-07-02 12:08:56.28333","2014-07-02 12:08:56.28333"
8965,1165,8,"2015-01-19 12:55:12.481544","2015-01-19 12:55:12.481544"
5670,826,4,"2014-07-31 13:50:21.160311","2014-07-31 13:50:21.160311"
8966,1165,14,"2015-01-19 12:55:12.481544","2015-01-19 12:55:12.481544"
9384,774,19,"2015-02-06 17:35:28.048389","2015-02-06 17:35:28.048389"
4891,424,10,"2014-07-02 12:06:36.3556","2014-07-02 12:06:36.3556"
4898,429,12,"2014-07-02 12:06:37.64926","2014-07-02 12:06:37.64926"
9397,842,5,"2015-02-06 17:39:16.278755","2015-02-06 17:39:16.278755"
9398,842,8,"2015-02-06 17:39:16.278755","2015-02-06 17:39:16.278755"
9399,842,19,"2015-02-06 17:39:16.278755","2015-02-06 17:39:16.278755"
5679,810,8,"2014-08-01 09:30:37.004802","2014-08-01 09:30:37.004802"
9400,963,7,"2015-02-06 17:40:00.713124","2015-02-06 17:40:00.713124"
9401,963,19,"2015-02-06 17:40:00.713124","2015-02-06 17:40:00.713124"
10349,777,5,"2015-03-15 15:43:16.911091","2015-03-15 15:43:16.911091"
10350,777,1,"2015-03-15 15:43:16.911091","2015-03-15 15:43:16.911091"
10351,777,3,"2015-03-15 15:43:16.911091","2015-03-15 15:43:16.911091"
7992,43,5,"2014-12-02 13:33:59.783515","2014-12-02 13:33:59.783515"
7993,43,8,"2014-12-02 13:33:59.783515","2014-12-02 13:33:59.783515"
5155,652,10,"2014-07-02 12:09:03.102733","2014-07-02 12:09:03.102733"
5156,652,8,"2014-07-02 12:09:03.102733","2014-07-02 12:09:03.102733"
5157,652,2,"2014-07-02 12:09:03.102733","2014-07-02 12:09:03.102733"
7994,43,13,"2014-12-02 13:33:59.783515","2014-12-02 13:33:59.783515"
5165,650,10,"2014-07-02 12:09:04.68988","2014-07-02 12:09:04.68988"
5166,650,8,"2014-07-02 12:09:04.68988","2014-07-02 12:09:04.68988"
5167,650,2,"2014-07-02 12:09:04.68988","2014-07-02 12:09:04.68988"
6630,946,7,"2014-10-06 11:55:38.366701","2014-10-06 11:55:38.366701"
10352,631,7,"2015-03-15 15:51:44.075863","2015-03-15 15:51:44.075863"
10354,137,10,"2015-03-15 15:59:05.158072","2015-03-15 15:59:05.158072"
10355,137,3,"2015-03-15 15:59:05.158072","2015-03-15 15:59:05.158072"
7995,43,20,"2014-12-02 13:33:59.783515","2014-12-02 13:33:59.783515"
7996,46,5,"2014-12-02 13:35:17.864782","2014-12-02 13:35:17.864782"
6637,264,15,"2014-10-07 09:52:46.12738","2014-10-07 09:52:46.12738"
4908,436,5,"2014-07-02 12:06:43.029545","2014-07-02 12:06:43.029545"
7997,46,8,"2014-12-02 13:35:17.864782","2014-12-02 13:35:17.864782"
7998,46,13,"2014-12-02 13:35:17.864782","2014-12-02 13:35:17.864782"
4921,440,8,"2014-07-02 12:06:51.192707","2014-07-02 12:06:51.192707"
4922,440,2,"2014-07-02 12:06:51.192707","2014-07-02 12:06:51.192707"
10370,757,8,"2015-03-15 16:34:55.649967","2015-03-15 16:34:55.649967"
4934,456,12,"2014-07-02 12:06:53.886545","2014-07-02 12:06:53.886545"
10374,1121,8,"2015-03-15 16:41:50.345259","2015-03-15 16:41:50.345259"
10375,1121,12,"2015-03-15 16:41:50.345259","2015-03-15 16:41:50.345259"
10376,1121,18,"2015-03-15 16:41:50.345259","2015-03-15 16:41:50.345259"
4951,471,7,"2014-07-02 12:07:01.824426","2014-07-02 12:07:01.824426"
4952,472,7,"2014-07-02 12:07:02.595058","2014-07-02 12:07:02.595058"
4957,477,7,"2014-07-02 12:07:06.980517","2014-07-02 12:07:06.980517"
4961,481,7,"2014-07-02 12:07:10.616865","2014-07-02 12:07:10.616865"
5846,441,3,"2014-08-18 11:37:38.682317","2014-08-18 11:37:38.682317"
5853,762,7,"2014-08-18 13:53:42.255905","2014-08-18 13:53:42.255905"
5854,762,3,"2014-08-18 13:53:42.255905","2014-08-18 13:53:42.255905"
5855,427,8,"2014-08-18 13:54:20.776851","2014-08-18 13:54:20.776851"
5856,427,3,"2014-08-18 13:54:20.776851","2014-08-18 13:54:20.776851"
5865,231,10,"2014-08-18 13:57:54.636728","2014-08-18 13:57:54.636728"
5866,231,3,"2014-08-18 13:57:54.636728","2014-08-18 13:57:54.636728"
5874,167,10,"2014-08-18 14:00:41.821308","2014-08-18 14:00:41.821308"
5875,167,8,"2014-08-18 14:00:41.821308","2014-08-18 14:00:41.821308"
5876,167,3,"2014-08-18 14:00:41.821308","2014-08-18 14:00:41.821308"
5877,435,10,"2014-08-18 14:01:42.472032","2014-08-18 14:01:42.472032"
5878,435,3,"2014-08-18 14:01:42.472032","2014-08-18 14:01:42.472032"
5879,541,7,"2014-08-18 14:05:21.27051","2014-08-18 14:05:21.27051"
5880,541,3,"2014-08-18 14:05:21.27051","2014-08-18 14:05:21.27051"
7354,229,7,"2014-11-06 08:03:23.12245","2014-11-06 08:03:23.12245"
4307,9,10,"2014-07-02 12:03:54.479114","2014-07-02 12:03:54.479114"
7999,46,20,"2014-12-02 13:35:17.864782","2014-12-02 13:35:17.864782"
4308,9,8,"2014-07-02 12:03:54.479114","2014-07-02 12:03:54.479114"
7355,229,19,"2014-11-06 08:03:23.12245","2014-11-06 08:03:23.12245"
9832,300,15,"2015-02-12 11:51:00.684214","2015-02-12 11:51:00.684214"
10353,711,7,"2015-03-15 15:57:29.271525","2015-03-15 15:57:29.271525"
10356,411,7,"2015-03-15 16:00:54.725528","2015-03-15 16:00:54.725528"
4319,15,5,"2014-07-02 12:03:58.116912","2014-07-02 12:03:58.116912"
9834,290,15,"2015-02-12 11:51:37.426066","2015-02-12 11:51:37.426066"
9836,291,15,"2015-02-12 11:52:29.93729","2015-02-12 11:52:29.93729"
9838,295,15,"2015-02-12 11:53:04.671762","2015-02-12 11:53:04.671762"
9348,851,3,"2015-02-06 17:27:07.339008","2015-02-06 17:27:07.339008"
10359,579,18,"2015-03-15 16:22:29.444095","2015-03-15 16:22:29.444095"
9842,1084,13,"2015-02-12 11:58:05.541976","2015-02-12 11:58:05.541976"
4320,15,13,"2014-07-02 12:03:58.116912","2014-07-02 12:03:58.116912"
4326,19,1,"2014-07-02 12:04:00.449492","2014-07-02 12:04:00.449492"
9843,1084,8,"2015-02-12 11:58:05.541976","2015-02-12 11:58:05.541976"
9349,851,19,"2015-02-06 17:27:07.339008","2015-02-06 17:27:07.339008"
10360,579,8,"2015-03-15 16:22:29.444095","2015-03-15 16:22:29.444095"
4330,24,9,"2014-07-02 12:04:01.673269","2014-07-02 12:04:01.673269"
5313,743,7,"2014-07-02 12:09:39.224561","2014-07-02 12:09:39.224561"
5314,743,8,"2014-07-02 12:09:39.224561","2014-07-02 12:09:39.224561"
5316,570,7,"2014-07-02 12:23:58.692192","2014-07-02 12:23:58.692192"
5321,602,7,"2014-07-02 12:24:00.371143","2014-07-02 12:24:00.371143"
7383,355,10,"2014-11-06 08:39:32.519438","2014-11-06 08:39:32.519438"
5330,127,12,"2014-07-07 03:06:14.104002","2014-07-07 03:06:14.104002"
5627,820,2,"2014-07-30 11:40:24.797546","2014-07-30 11:40:24.797546"
4331,24,4,"2014-07-02 12:04:01.673269","2014-07-02 12:04:01.673269"
5336,747,7,"2014-07-08 10:21:52.426656","2014-07-08 10:21:52.426656"
5628,820,12,"2014-07-30 11:40:24.797546","2014-07-30 11:40:24.797546"
5629,821,2,"2014-07-30 11:47:59.091572","2014-07-30 11:47:59.091572"
4336,28,4,"2014-07-02 12:04:02.994074","2014-07-02 12:04:02.994074"
6059,871,13,"2014-08-29 14:55:00.181728","2014-08-29 14:55:00.181728"
6060,871,4,"2014-08-29 14:55:00.181728","2014-08-29 14:55:00.181728"
4337,28,9,"2014-07-02 12:04:02.994074","2014-07-02 12:04:02.994074"
5630,821,12,"2014-07-30 11:47:59.091572","2014-07-30 11:47:59.091572"
6061,871,5,"2014-08-29 14:55:00.181728","2014-08-29 14:55:00.181728"
6062,871,8,"2014-08-29 14:55:00.181728","2014-08-29 14:55:00.181728"
10361,579,5,"2015-03-15 16:22:29.444095","2015-03-15 16:22:29.444095"
6063,871,9,"2014-08-29 14:55:00.181728","2014-08-29 14:55:00.181728"
6064,871,2,"2014-08-29 14:55:00.181728","2014-08-29 14:55:00.181728"
7384,355,19,"2014-11-06 08:39:32.519438","2014-11-06 08:39:32.519438"
9847,1051,7,"2015-02-12 14:45:32.65182","2015-02-12 14:45:32.65182"
7393,376,1,"2014-11-06 08:41:13.2942","2014-11-06 08:41:13.2942"
7394,376,19,"2014-11-06 08:41:13.2942","2014-11-06 08:41:13.2942"
8539,431,7,"2014-12-09 09:20:14.949242","2014-12-09 09:20:14.949242"
6993,1006,7,"2014-10-09 12:37:35.905745","2014-10-09 12:37:35.905745"
6065,872,13,"2014-08-29 14:56:36.811827","2014-08-29 14:56:36.811827"
6994,1006,13,"2014-10-09 12:37:35.905745","2014-10-09 12:37:35.905745"
9364,654,10,"2015-02-06 17:30:17.56236","2015-02-06 17:30:17.56236"
